Var1,Var2,Var3
rov trace:,NaN,NaN
,-0.013,-0.014
,-0.013,-0.014
,-0.014,-0.014
,-0.014,-0.014
,-0.015,-0.014
,-0.015,-0.014
,-0.015,-0.014
,-0.016,-0.014
,-0.016,-0.014
,-0.016,-0.015
,-0.017,-0.015
,-0.017,-0.015
,-0.018,-0.016
,-0.018,-0.016
,-0.018,-0.016
,-0.018,-0.016
,-0.018,-0.017
,-0.019,-0.017
,-0.019,-0.017
,-0.019,-0.017
,-0.019,-0.018
,-0.019,-0.018
,-0.019,-0.018
,-0.019,-0.018
,-0.019,-0.018
,-0.018,-0.018
,-0.018,-0.018
,-0.018,-0.017
,-0.018,-0.017
,-0.017,-0.017
,-0.017,-0.017
,-0.017,-0.016
,-0.016,-0.016
,-0.016,-0.015
,-0.016,-0.015
,-0.015,-0.015
,-0.015,-0.014
,-0.014,-0.014
,-0.014,-0.013
,-0.013,-0.013
,-0.013,-0.012
,-0.013,-0.012
,-0.012,-0.011
,-0.012,-0.011
,-0.011,-0.011
,-0.011,-0.01
,-0.011,-0.01
,-0.011,-0.01
,-0.01,-0.009
,-0.01,-0.009
,-0.01,-0.009
,-0.01,-0.009
,-0.01,-0.009
,-0.01,-0.009
,-0.01,-0.009
,-0.01,-0.009
,-0.01,-0.009
,-0.01,-0.009
,-0.01,-0.009
,-0.01,-0.009
,-0.01,-0.009
,-0.011,-0.009
,-0.011,-0.009
,-0.011,-0.01
,-0.011,-0.01
,-0.012,-0.01
,-0.012,-0.01
,-0.012,-0.01
,-0.012,-0.01
,-0.013,-0.011
,-0.013,-0.011
,-0.013,-0.011
,-0.013,-0.011
,-0.013,-0.011
,-0.014,-0.011
,-0.014,-0.011
,-0.014,-0.011
,-0.014,-0.012
,-0.014,-0.012
,-0.014,-0.012
,-0.014,-0.012
,-0.014,-0.012
,-0.014,-0.012
,-0.013,-0.012
,-0.013,-0.011
,-0.013,-0.011
,-0.013,-0.011
,-0.013,-0.011
,-0.012,-0.011
,-0.012,-0.01
,-0.012,-0.01
,-0.011,-0.01
,-0.011,-0.009
,-0.011,-0.009
,-0.01,-0.008
,-0.01,-0.008
,-0.009,-0.007
,-0.009,-0.007
,-0.009,-0.006
,-0.008,-0.005
,-0.008,-0.005
,-0.008,-0.004
,-0.007,-0.004
,-0.007,-0.003
,-0.007,-0.002
,-0.007,-0.002
,-0.007,-0.001
,-0.006,-0.001
,-0.006,0
,-0.006,0
,-0.006,0.001
,-0.006,0.001
,-0.006,0.002
,-0.006,0.002
,-0.006,0.002
,-0.006,0.003
,-0.006,0.003
,-0.006,0.003
,-0.007,0.003
,-0.007,0.003
,-0.007,0.003
,-0.007,0.003
,-0.007,0.003
,-0.007,0.003
,-0.007,0.002
,-0.008,0.002
,-0.008,0.002
,-0.008,0.002
,-0.008,0.002
,-0.008,0.001
,-0.008,0.001
,-0.008,0.001
,-0.008,0
,-0.009,0
,-0.009,0
,-0.009,0
,-0.009,-0.001
,-0.009,-0.001
,-0.009,-0.001
,-0.009,-0.001
,-0.009,-0.001
,-0.009,-0.001
,-0.009,-0.001
,-0.009,-0.001
,-0.009,-0.001
,-0.009,0
,-0.009,0
,-0.009,0
,-0.009,0
,-0.009,0.001
,-0.009,0.001
,-0.009,0.002
,-0.009,0.002
,-0.009,0.003
,-0.009,0.003
,-0.009,0.004
,-0.009,0.004
,-0.009,0.005
,-0.009,0.005
,-0.009,0.006
,-0.009,0.006
,-0.009,0.007
,-0.01,0.007
,-0.01,0.008
,-0.01,0.008
,-0.01,0.008
,-0.01,0.009
,-0.01,0.009
,-0.01,0.009
,-0.01,0.01
,-0.01,0.01
,-0.01,0.01
,-0.01,0.01
,-0.01,0.01
,-0.01,0.01
,-0.01,0.01
,-0.009,0.01
,-0.009,0.01
,-0.009,0.01
,-0.009,0.01
,-0.009,0.01
,-0.008,0.01
,-0.008,0.01
,-0.008,0.01
,-0.007,0.01
,-0.007,0.01
,-0.007,0.01
,-0.007,0.009
,-0.006,0.009
,-0.006,0.009
,-0.006,0.009
,-0.005,0.009
,-0.005,0.008
,-0.005,0.008
,-0.005,0.008
,-0.005,0.008
,-0.005,0.007
,-0.004,0.007
,-0.004,0.007
,-0.004,0.006
,-0.004,0.006
,-0.004,0.006
,-0.004,0.005
,-0.005,0.005
,-0.005,0.004
,-0.005,0.004
,-0.005,0.003
,-0.005,0.003
,-0.005,0.002
,-0.006,0.002
,-0.006,0.001
,-0.006,0.001
,-0.006,0
,-0.007,-0.001
,-0.007,-0.001
,-0.007,-0.002
,-0.007,-0.002
,-0.007,-0.003
,-0.008,-0.003
,-0.008,-0.004
,-0.008,-0.004
,-0.008,-0.005
,-0.008,-0.005
,-0.008,-0.006
,-0.009,-0.006
,-0.009,-0.006
,-0.009,-0.006
,-0.009,-0.007
,-0.009,-0.007
,-0.009,-0.007
,-0.009,-0.007
,-0.009,-0.007
,-0.009,-0.007
,-0.01,-0.007
,-0.01,-0.007
,-0.01,-0.007
,-0.01,-0.007
,-0.01,-0.006
,-0.01,-0.006
,-0.011,-0.006
,-0.011,-0.005
,-0.011,-0.005
,-0.011,-0.005
,-0.011,-0.004
,-0.011,-0.004
,-0.011,-0.004
,-0.011,-0.003
,-0.011,-0.003
,-0.012,-0.003
,-0.012,-0.002
,-0.012,-0.002
,-0.012,-0.001
,-0.011,-0.001
,-0.011,-0.001
,-0.011,-0.001
,-0.011,0
,-0.011,0
,-0.011,0
,-0.011,0
,-0.01,0
,-0.01,0
,-0.01,0
,-0.01,0
,-0.01,0
,-0.009,0
,-0.009,0
,-0.009,0
,-0.009,-0.001
,-0.009,-0.001
,-0.009,-0.002
,-0.009,-0.002
,-0.009,-0.003
,-0.009,-0.003
,-0.009,-0.004
,-0.01,-0.005
,-0.01,-0.006
,-0.01,-0.007
,-0.011,-0.007
,-0.011,-0.008
,-0.012,-0.009
,-0.012,-0.01
,-0.013,-0.011
,-0.013,-0.012
,-0.014,-0.013
,-0.015,-0.014
,-0.015,-0.015
,-0.016,-0.016
,-0.017,-0.017
,-0.017,-0.018
,-0.018,-0.019
,-0.019,-0.019
,-0.019,-0.02
,-0.02,-0.021
,-0.02,-0.021
,-0.021,-0.022
,-0.021,-0.022
,-0.022,-0.023
,-0.022,-0.023
,-0.022,-0.023
,-0.023,-0.023
,-0.023,-0.024
,-0.023,-0.024
,-0.023,-0.024
,-0.023,-0.024
,-0.023,-0.024
,-0.022,-0.024
,-0.022,-0.023
,-0.022,-0.023
,-0.021,-0.023
,-0.021,-0.023
,-0.02,-0.023
,-0.02,-0.022
,-0.019,-0.022
,-0.019,-0.022
,-0.018,-0.022
,-0.017,-0.022
,-0.017,-0.022
,-0.016,-0.021
,-0.015,-0.021
,-0.015,-0.021
,-0.014,-0.021
,-0.013,-0.021
,-0.013,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.011,-0.021
,-0.011,-0.021
,-0.01,-0.022
,-0.01,-0.022
,-0.009,-0.022
,-0.009,-0.022
,-0.009,-0.022
,-0.009,-0.022
,-0.009,-0.022
,-0.009,-0.022
,-0.008,-0.022
,-0.008,-0.022
,-0.008,-0.023
,-0.009,-0.023
,-0.009,-0.023
,-0.009,-0.022
,-0.009,-0.022
,-0.009,-0.022
,-0.009,-0.022
,-0.009,-0.022
,-0.01,-0.022
,-0.01,-0.022
,-0.01,-0.022
,-0.01,-0.022
,-0.01,-0.021
,-0.011,-0.021
,-0.011,-0.021
,-0.011,-0.021
,-0.011,-0.021
,-0.011,-0.021
,-0.011,-0.021
,-0.011,-0.021
,-0.012,-0.021
,-0.012,-0.02
,-0.012,-0.02
,-0.012,-0.02
,-0.012,-0.02
,-0.012,-0.02
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.021
,-0.012,-0.02
,-0.013,-0.02
,-0.013,-0.02
,-0.013,-0.02
,-0.013,-0.02
,-0.013,-0.019
,-0.013,-0.019
,-0.013,-0.019
,-0.014,-0.019
,-0.014,-0.018
,-0.014,-0.018
,-0.014,-0.018
,-0.014,-0.018
,-0.014,-0.018
,-0.014,-0.017
,-0.014,-0.017
,-0.014,-0.017
,-0.014,-0.017
,-0.014,-0.017
,-0.014,-0.018
,-0.014,-0.018
,-0.014,-0.018
,-0.014,-0.018
,-0.014,-0.019
,-0.014,-0.019
,-0.014,-0.02
,-0.013,-0.02
,-0.013,-0.021
,-0.013,-0.021
,-0.012,-0.022
,-0.012,-0.023
,-0.012,-0.023
,-0.011,-0.024
,-0.011,-0.024
,-0.011,-0.025
,-0.01,-0.025
,-0.01,-0.026
,-0.009,-0.026
,-0.009,-0.027
,-0.009,-0.027
,-0.008,-0.027
,-0.008,-0.027
,-0.007,-0.028
,-0.007,-0.028
,-0.006,-0.027
,-0.006,-0.027
,-0.005,-0.027
,-0.005,-0.027
,-0.004,-0.026
,-0.004,-0.026
,-0.003,-0.025
,-0.003,-0.025
,-0.002,-0.024
,-0.002,-0.023
,-0.002,-0.023
,-0.001,-0.022
,-0.001,-0.021
,-0.001,-0.021
,-0.001,-0.02
,0,-0.019
,0,-0.019
,0,-0.018
,0,-0.018
,0,-0.017
,0,-0.017
,0,-0.016
,0,-0.016
,0,-0.016
,0,-0.016
,0,-0.016
,-0.001,-0.016
,-0.001,-0.016
,-0.001,-0.016
,-0.002,-0.016
,-0.002,-0.017
,-0.002,-0.017
,-0.003,-0.017
,-0.003,-0.018
,-0.004,-0.018
,-0.004,-0.018
,-0.005,-0.019
,-0.006,-0.019
,-0.006,-0.019
,-0.007,-0.02
,-0.007,-0.02
,-0.008,-0.02
,-0.008,-0.02
,-0.009,-0.021
,-0.009,-0.021
,-0.01,-0.021
,-0.01,-0.021
,-0.011,-0.021
,-0.011,-0.021
,-0.011,-0.021
,-0.012,-0.02
,-0.012,-0.02
,-0.012,-0.02
,-0.012,-0.02
,-0.012,-0.02
,-0.013,-0.02
,-0.013,-0.019
,-0.013,-0.019
,-0.013,-0.019
,-0.013,-0.019
,-0.013,-0.019
,-0.012,-0.018
,-0.012,-0.018
,-0.012,-0.018
,-0.012,-0.018
,-0.012,-0.018
,-0.011,-0.018
,-0.011,-0.018
,-0.011,-0.018
,-0.011,-0.019
,-0.01,-0.019
,-0.01,-0.019
,-0.01,-0.019
,-0.009,-0.019
,-0.009,-0.019
,-0.009,-0.019
,-0.008,-0.019
,-0.008,-0.019
,-0.008,-0.019
,-0.008,-0.019
,-0.007,-0.019
,-0.007,-0.019
,-0.007,-0.019
,-0.006,-0.019
,-0.006,-0.018
,-0.006,-0.018
,-0.006,-0.018
,-0.005,-0.017
,-0.005,-0.017
,-0.005,-0.016
,-0.005,-0.016
,-0.004,-0.015
,-0.004,-0.015
,-0.004,-0.014
,-0.004,-0.014
,-0.003,-0.013
,-0.003,-0.012
,-0.003,-0.012
,-0.003,-0.011
,-0.003,-0.011
,-0.003,-0.01
,-0.003,-0.01
,-0.002,-0.01
,-0.002,-0.009
,-0.002,-0.009
,-0.002,-0.009
,-0.002,-0.009
,-0.002,-0.009
,-0.002,-0.009
,-0.002,-0.009
,-0.001,-0.009
,-0.001,-0.009
,-0.001,-0.009
,-0.001,-0.009
,-0.001,-0.009
,-0.001,-0.01
,0,-0.01
,0,-0.01
,0,-0.01
,0,-0.01
,0.001,-0.011
,0.001,-0.011
,0.002,-0.011
,0.002,-0.011
,0.003,-0.011
,0.003,-0.011
,0.004,-0.01
,0.005,-0.01
,0.005,-0.01
,0.006,-0.009
,0.007,-0.008
,0.008,-0.008
,0.009,-0.007
,0.01,-0.006
,0.011,-0.005
,0.012,-0.004
,0.013,-0.002
,0.014,-0.001
,0.016,0
,0.017,0.002
,0.018,0.004
,0.02,0.005
,0.021,0.007
,0.022,0.009
,0.024,0.011
,0.025,0.013
,0.027,0.014
,0.028,0.016
,0.03,0.018
,0.032,0.02
,0.033,0.022
,0.035,0.024
,0.036,0.026
,0.038,0.028
,0.039,0.03
,0.041,0.031
,0.043,0.033
,0.044,0.035
,0.046,0.036
,0.047,0.038
,0.048,0.039
,0.05,0.041
,0.051,0.042
,0.052,0.043
,0.053,0.045
,0.054,0.046
,0.055,0.047
,0.056,0.048
,0.057,0.049
,0.058,0.049
,0.058,0.05
,0.059,0.051
,0.059,0.051
,0.06,0.052
,0.06,0.052
,0.06,0.052
,0.06,0.053
,0.06,0.053
,0.06,0.053
,0.06,0.053
,0.06,0.053
,0.059,0.053
,0.059,0.053
,0.059,0.053
,0.058,0.052
,0.058,0.052
,0.058,0.052
,0.057,0.052
,0.057,0.052
,0.057,0.051
,0.057,0.051
,0.056,0.051
,0.056,0.051
,0.056,0.051
,0.056,0.05
,0.056,0.05
,0.057,0.05
,0.057,0.05
,0.057,0.05
,0.058,0.051
,0.058,0.051
,0.059,0.051
,0.06,0.051
,0.061,0.052
,0.061,0.052
,0.062,0.052
,0.063,0.053
,0.064,0.053
,0.065,0.053
,0.066,0.053
,0.066,0.054
,0.067,0.054
,0.068,0.054
,0.068,0.054
,0.069,0.054
,0.069,0.054
,0.069,0.054
,0.069,0.053
,0.069,0.053
,0.069,0.052
,0.068,0.051
,0.068,0.05
,0.067,0.049
,0.066,0.048
,0.065,0.046
,0.064,0.044
,0.062,0.043
,0.061,0.041
,0.059,0.038
,0.057,0.036
,0.056,0.034
,0.053,0.031
,0.051,0.029
,0.049,0.026
,0.047,0.023
,0.045,0.02
,0.042,0.018
,0.04,0.015
,0.038,0.012
,0.035,0.009
,0.033,0.006
,0.031,0.004
,0.028,0.001
,0.026,-0.001
,0.024,-0.004
,0.022,-0.006
,0.02,-0.008
,0.018,-0.01
,0.017,-0.012
,0.015,-0.014
,0.014,-0.015
,0.012,-0.017
,0.011,-0.018
,0.009,-0.019
,0.008,-0.02
,0.007,-0.021
,0.006,-0.022
,0.005,-0.023
,0.004,-0.024
,0.003,-0.024
,0.002,-0.025
,0.001,-0.025
,0,-0.026
,-0.001,-0.027
,-0.002,-0.027
,-0.003,-0.028
,-0.004,-0.028
,-0.005,-0.029
,-0.006,-0.03
,-0.007,-0.031
,-0.008,-0.032
,-0.009,-0.033
,-0.011,-0.034
,-0.012,-0.036
,-0.013,-0.037
,-0.015,-0.039
,-0.016,-0.04
,-0.018,-0.042
,-0.019,-0.044
,-0.021,-0.045
,-0.022,-0.047
,-0.024,-0.049
,-0.025,-0.051
,-0.027,-0.053
,-0.028,-0.055
,-0.03,-0.057
,-0.031,-0.059
,-0.032,-0.061
,-0.033,-0.063
,-0.034,-0.064
,-0.035,-0.066
,-0.036,-0.067
,-0.037,-0.069
,-0.037,-0.07
,-0.037,-0.071
,-0.038,-0.072
,-0.038,-0.072
,-0.037,-0.073
,-0.037,-0.073
,-0.037,-0.073
,-0.036,-0.073
,-0.035,-0.073
,-0.035,-0.073
,-0.034,-0.072
,-0.033,-0.071
,-0.032,-0.071
,-0.03,-0.069
,-0.029,-0.068
,-0.028,-0.067
,-0.027,-0.066
,-0.025,-0.064
,-0.024,-0.062
,-0.023,-0.061
,-0.022,-0.059
,-0.02,-0.057
,-0.019,-0.056
,-0.018,-0.054
,-0.017,-0.052
,-0.016,-0.05
,-0.016,-0.049
,-0.015,-0.047
,-0.014,-0.046
,-0.014,-0.044
,-0.014,-0.043
,-0.013,-0.041
,-0.013,-0.04
,-0.013,-0.039
,-0.013,-0.038
,-0.013,-0.037
,-0.014,-0.036
,-0.014,-0.035
,-0.014,-0.035
,-0.015,-0.034
,-0.015,-0.033
,-0.016,-0.033
,-0.016,-0.033
,-0.017,-0.032
,-0.017,-0.032
,-0.018,-0.032
,-0.019,-0.032
,-0.019,-0.032
,-0.02,-0.032
,-0.02,-0.032
,-0.02,-0.032
,-0.021,-0.032
,-0.021,-0.032
,-0.021,-0.032
,-0.022,-0.032
,-0.022,-0.032
,-0.022,-0.032
,-0.022,-0.032
,-0.022,-0.032
,-0.022,-0.032
,-0.022,-0.031
,-0.022,-0.031
,-0.022,-0.031
,-0.021,-0.031
,-0.021,-0.031
,-0.021,-0.031
,-0.021,-0.031
,-0.021,-0.031
,-0.02,-0.031
,-0.02,-0.031
,-0.02,-0.031
,-0.02,-0.031
,-0.019,-0.031
,-0.019,-0.031
,-0.019,-0.031
,-0.019,-0.031
,-0.019,-0.032
,-0.019,-0.032
,-0.019,-0.032
,-0.019,-0.033
,-0.019,-0.033
,-0.02,-0.034
,-0.02,-0.034
,-0.02,-0.035
,-0.02,-0.035
,-0.021,-0.036
,-0.021,-0.036
,-0.022,-0.037
,-0.022,-0.037
,-0.023,-0.038
,-0.023,-0.038
,-0.024,-0.039
,-0.025,-0.039
,-0.025,-0.039
,-0.026,-0.04
,-0.027,-0.04
,-0.027,-0.04
,-0.028,-0.04
,-0.029,-0.041
,-0.029,-0.041
,-0.03,-0.041
,-0.03,-0.041
,-0.031,-0.041
,-0.031,-0.041
,-0.032,-0.04
,-0.032,-0.04
,-0.033,-0.04
,-0.033,-0.04
,-0.033,-0.04
,-0.034,-0.039
,-0.034,-0.039
,-0.034,-0.039
,-0.034,-0.039
,-0.034,-0.038
,-0.034,-0.038
,-0.034,-0.038
,-0.034,-0.038
,-0.034,-0.038
,-0.034,-0.038
,-0.034,-0.038
,-0.034,-0.038
,-0.034,-0.038
,-0.034,-0.038
,-0.034,-0.039
,-0.034,-0.039
,-0.034,-0.039
,-0.034,-0.04
,-0.034,-0.041
,-0.034,-0.041
,-0.034,-0.042
,-0.034,-0.043
,-0.035,-0.044
,-0.035,-0.045
,-0.035,-0.045
,-0.035,-0.046
,-0.035,-0.047
,-0.035,-0.048
,-0.036,-0.049
,-0.036,-0.05
,-0.036,-0.051
,-0.036,-0.052
,-0.037,-0.053
,-0.037,-0.054
,-0.037,-0.055
,-0.037,-0.056
,-0.037,-0.057
,-0.037,-0.057
,-0.037,-0.058
,-0.038,-0.059
,-0.038,-0.059
,-0.038,-0.059
,-0.037,-0.06
,-0.037,-0.06
,-0.037,-0.06
,-0.037,-0.06
,-0.037,-0.06
,-0.036,-0.06
,-0.036,-0.059
,-0.036,-0.059
,-0.035,-0.059
,-0.035,-0.058
,-0.034,-0.058
,-0.034,-0.057
,-0.033,-0.057
,-0.032,-0.056
,-0.032,-0.056
,-0.031,-0.055
,-0.031,-0.054
,-0.03,-0.054
,-0.03,-0.053
,-0.029,-0.053
,-0.029,-0.052
,-0.028,-0.051
,-0.028,-0.051
,-0.027,-0.05
,-0.027,-0.05
,-0.027,-0.049
,-0.026,-0.049
,-0.026,-0.048
,-0.026,-0.048
,-0.026,-0.048
,-0.026,-0.047
,-0.025,-0.047
,-0.025,-0.046
,-0.025,-0.046
,-0.025,-0.045
,-0.025,-0.045
,-0.025,-0.045
,-0.025,-0.044
,-0.026,-0.044
,-0.026,-0.043
,-0.026,-0.042
,-0.026,-0.042
,-0.026,-0.041
,-0.026,-0.041
,-0.026,-0.04
,-0.026,-0.039
,-0.026,-0.039
,-0.026,-0.038
,-0.026,-0.037
,-0.026,-0.037
,-0.025,-0.036
,-0.025,-0.035
,-0.025,-0.035
,-0.025,-0.034
,-0.024,-0.034
,-0.024,-0.033
,-0.024,-0.033
,-0.023,-0.032
,-0.023,-0.032
,-0.022,-0.032
,-0.022,-0.031
,-0.021,-0.031
,-0.021,-0.031
,-0.02,-0.031
,-0.019,-0.031
,-0.019,-0.032
,-0.018,-0.032
,-0.018,-0.032
,-0.017,-0.033
,-0.017,-0.033
,-0.016,-0.033
,-0.015,-0.034
,-0.015,-0.034
,-0.014,-0.035
,-0.014,-0.036
,-0.014,-0.036
,-0.013,-0.037
,-0.013,-0.037
,-0.013,-0.038
,-0.012,-0.038
,-0.012,-0.039
,-0.012,-0.039
,-0.012,-0.039
,-0.012,-0.04
,-0.012,-0.04
,-0.012,-0.04
,-0.012,-0.04
,-0.012,-0.04
,-0.012,-0.04
,-0.012,-0.04
,-0.012,-0.04
,-0.012,-0.04
,-0.013,-0.039
,-0.013,-0.039
,-0.013,-0.039
,-0.014,-0.038
,-0.014,-0.038
,-0.014,-0.037
,-0.015,-0.036
,-0.015,-0.036
,-0.015,-0.035
,-0.016,-0.034
,-0.016,-0.034
,-0.017,-0.033
,-0.017,-0.033
,-0.017,-0.032
,-0.017,-0.031
,-0.018,-0.031
,-0.018,-0.03
,-0.018,-0.03
,-0.018,-0.03
,-0.018,-0.029
,-0.018,-0.029
,-0.018,-0.029
,-0.018,-0.028
,-0.018,-0.028
,-0.018,-0.028
,-0.018,-0.028
,-0.018,-0.028
,-0.018,-0.028
,-0.017,-0.028
,-0.017,-0.028
,-0.017,-0.028
,-0.016,-0.027
,-0.016,-0.027
,-0.015,-0.027
,-0.015,-0.027
,-0.014,-0.027
,-0.014,-0.027
,-0.014,-0.027
,-0.013,-0.027
,-0.013,-0.026
,-0.012,-0.026
,-0.012,-0.026
,-0.011,-0.026
,-0.011,-0.025
,-0.01,-0.025
,-0.01,-0.025
,-0.01,-0.024
,-0.009,-0.024
,-0.009,-0.023
,-0.009,-0.023
,-0.009,-0.022
,-0.008,-0.022
,-0.008,-0.022
,-0.008,-0.021
,-0.008,-0.021
,-0.008,-0.02
,-0.008,-0.02
,-0.008,-0.02
,-0.007,-0.019
,-0.007,-0.019
,-0.007,-0.019
,-0.007,-0.019
,-0.007,-0.019
,-0.007,-0.018
,-0.007,-0.018
,-0.007,-0.018
,-0.007,-0.018
,-0.007,-0.018
,-0.007,-0.018
,-0.007,-0.018
,-0.007,-0.018
,-0.007,-0.018
,-0.007,-0.019
,-0.006,-0.019
,-0.006,-0.019
,-0.006,-0.019
,-0.006,-0.019
,-0.006,-0.019
,-0.006,-0.019
,-0.006,-0.02
,-0.006,-0.02
,-0.006,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.019
,-0.005,-0.019
,-0.005,-0.019
,-0.005,-0.019
,-0.005,-0.018
,-0.005,-0.018
,-0.005,-0.018
,-0.005,-0.018
,-0.005,-0.017
,-0.005,-0.017
,-0.005,-0.016
,-0.004,-0.016
,-0.004,-0.016
,-0.004,-0.015
,-0.004,-0.015
,-0.004,-0.015
,-0.003,-0.014
,-0.003,-0.014
,-0.003,-0.014
,-0.002,-0.013
,-0.002,-0.013
,-0.002,-0.013
,-0.002,-0.013
,-0.001,-0.013
,-0.001,-0.013
,-0.001,-0.012
,0,-0.012
,0,-0.012
,0,-0.012
,0,-0.013
,0.001,-0.013
,0.001,-0.013
,0.001,-0.013
,0.001,-0.013
,0.001,-0.013
,0.001,-0.014
,0.001,-0.014
,0.002,-0.014
,0.002,-0.014
,0.002,-0.015
,0.002,-0.015
,0.002,-0.015
,0.002,-0.015
,0.002,-0.015
,0.002,-0.016
,0.002,-0.016
,0.002,-0.016
,0.003,-0.015
,0.003,-0.015
,0.003,-0.015
,0.003,-0.015
,0.004,-0.015
,0.004,-0.014
,0.004,-0.014
,0.005,-0.013
,0.005,-0.012
,0.006,-0.012
,0.006,-0.011
,0.007,-0.01
,0.007,-0.009
,0.008,-0.008
,0.008,-0.007
,0.009,-0.006
,0.01,-0.005
,0.01,-0.004
,0.011,-0.003
,0.012,-0.001
,0.013,0
,0.013,0.002
,0.014,0.003
,0.015,0.004
,0.015,0.006
,0.016,0.007
,0.017,0.009
,0.018,0.011
,0.019,0.012
,0.019,0.014
,0.02,0.015
,0.021,0.017
,0.022,0.018
,0.022,0.02
,0.023,0.021
,0.024,0.023
,0.025,0.024
,0.026,0.026
,0.026,0.027
,0.027,0.028
,0.028,0.03
,0.029,0.031
,0.029,0.032
,0.03,0.033
,0.031,0.034
,0.031,0.035
,0.032,0.036
,0.033,0.037
,0.033,0.037
,0.034,0.038
,0.034,0.038
,0.034,0.039
,0.035,0.039
,0.035,0.04
,0.035,0.04
,0.035,0.04
,0.036,0.04
,0.036,0.04
,0.036,0.04
,0.035,0.04
,0.035,0.039
,0.035,0.039
,0.035,0.039
,0.035,0.038
,0.034,0.038
,0.034,0.037
,0.033,0.036
,0.033,0.036
,0.032,0.035
,0.032,0.034
,0.031,0.033
,0.031,0.032
,0.03,0.031
,0.03,0.03
,0.029,0.03
,0.029,0.029
,0.028,0.028
,0.028,0.027
,0.027,0.026
,0.027,0.025
,0.027,0.024
,0.026,0.024
,0.026,0.023
,0.026,0.022
,0.026,0.021
,0.026,0.02
,0.025,0.019
,0.025,0.018
,0.025,0.017
,0.025,0.016
,0.024,0.014
,0.024,0.013
,0.023,0.011
,0.023,0.008
,0.021,0.005
,0.02,0.002
,0.018,-0.002
,0.016,-0.007
,0.014,-0.012
,0.011,-0.018
,0.007,-0.024
,0.003,-0.032
,-0.002,-0.04
,-0.008,-0.049
,-0.015,-0.06
,-0.022,-0.071
,-0.03,-0.083
,-0.04,-0.096
,-0.05,-0.109
,-0.061,-0.124
,-0.073,-0.14
,-0.086,-0.156
,-0.099,-0.173
,-0.114,-0.191
,-0.13,-0.21
,-0.146,-0.229
,-0.163,-0.248
,-0.181,-0.268
,-0.199,-0.288
,-0.218,-0.308
,-0.237,-0.328
,-0.257,-0.348
,-0.277,-0.368
,-0.297,-0.388
,-0.317,-0.407
,-0.336,-0.425
,-0.356,-0.443
,-0.375,-0.461
,-0.394,-0.477
,-0.412,-0.492
,-0.43,-0.507
,-0.447,-0.52
,-0.463,-0.533
,-0.479,-0.544
,-0.493,-0.554
,-0.506,-0.563
,-0.519,-0.57
,-0.53,-0.577
,-0.54,-0.582
,-0.549,-0.585
,-0.557,-0.588
,-0.563,-0.589
,-0.569,-0.589
,-0.573,-0.588
,-0.576,-0.586
,-0.578,-0.583
,-0.579,-0.579
,-0.579,-0.574
,-0.577,-0.569
,-0.575,-0.562
,-0.572,-0.555
,-0.568,-0.547
,-0.564,-0.539
,-0.558,-0.531
,-0.552,-0.521
,-0.546,-0.512
,-0.539,-0.503
,-0.531,-0.493
,-0.523,-0.483
,-0.515,-0.474
,-0.507,-0.464
,-0.498,-0.455
,-0.49,-0.445
,-0.481,-0.436
,-0.472,-0.427
,-0.464,-0.419
,-0.455,-0.41
,-0.447,-0.402
,-0.439,-0.394
,-0.431,-0.387
,-0.423,-0.38
,-0.415,-0.373
,-0.408,-0.366
,-0.401,-0.359
,-0.394,-0.353
,-0.387,-0.347
,-0.381,-0.34
,-0.375,-0.334
,-0.369,-0.328
,-0.363,-0.322
,-0.357,-0.316
,-0.351,-0.309
,-0.345,-0.303
,-0.339,-0.296
,-0.334,-0.289
,-0.328,-0.281
,-0.322,-0.274
,-0.315,-0.266
,-0.309,-0.257
,-0.303,-0.248
,-0.296,-0.239
,-0.289,-0.229
,-0.281,-0.219
,-0.273,-0.209
,-0.265,-0.198
,-0.257,-0.186
,-0.248,-0.175
,-0.238,-0.162
,-0.229,-0.15
,-0.219,-0.137
,-0.208,-0.125
,-0.197,-0.111
,-0.186,-0.098
,-0.175,-0.085
,-0.163,-0.072
,-0.152,-0.059
,-0.139,-0.046
,-0.127,-0.033
,-0.115,-0.021
,-0.103,-0.008
,-0.09,0.004
,-0.078,0.015
,-0.066,0.026
,-0.054,0.036
,-0.043,0.046
,-0.031,0.055
,-0.02,0.064
,-0.009,0.072
,0.001,0.079
,0.011,0.085
,0.02,0.091
,0.028,0.096
,0.037,0.1
,0.044,0.104
,0.051,0.107
,0.057,0.109
,0.063,0.111
,0.068,0.112
,0.072,0.112
