Var1,Var2,Var3
rov trace:,NaN,NaN
,-0.007,0.006
,-0.007,0.006
,-0.005,0.005
,-0.002,0.001
,0.001,-0.002
,0.002,-0.005
,0.001,-0.005
,-0.001,-0.003
,-0.002,-0.001
,-0.003,0.002
,-0.002,0.002
,0.001,0.001
,0.004,-0.001
,0.006,-0.002
,0.007,-0.001
,0.005,0.001
,0.002,0.002
,-0.001,0.001
,-0.003,-0.001
,-0.004,-0.004
,-0.004,-0.005
,-0.003,-0.004
,-0.001,-0.001
,0,0.001
,0.002,0.002
,0.002,0.001
,0.002,0.001
,0.001,0.001
,0,0.001
,-0.001,0.001
,-0.001,0
,0,-0.001
,0,-0.003
,0.001,-0.003
,0.001,-0.003
,0,-0.001
,-0.001,0.001
,-0.002,0.002
,-0.004,0.002
,-0.006,0.001
,-0.006,0
,-0.003,0
,0.001,0
,0.007,0
,0.011,0.001
,0.012,0.002
,0.01,0.003
,0.006,0.005
,0.002,0.006
,0,0.006
,0,0.006
,0,0.006
,0,0.006
,-0.002,0.006
,-0.004,0.005
,-0.005,0.004
,-0.004,0.002
,0,0
,0.006,0
,0.01,0
,0.011,0.001
,0.008,0.001
,0.003,0.002
,-0.001,0.001
,-0.005,-0.001
,-0.005,-0.003
,-0.004,-0.005
,-0.001,-0.005
,0.001,-0.003
,0.003,0
,0.003,0.003
,0.003,0.004
,0.001,0.002
,-0.001,-0.001
,-0.002,-0.004
,-0.003,-0.005
,-0.004,-0.005
,-0.004,-0.005
,-0.005,-0.005
,-0.005,-0.006
,-0.005,-0.007
,-0.005,-0.007
,-0.004,-0.007
,-0.002,-0.007
,-0.001,-0.008
,0.001,-0.007
,0.002,-0.007
,0.002,-0.005
,0.001,-0.004
,0,-0.002
,-0.002,-0.002
,-0.003,-0.002
,-0.003,-0.001
,-0.002,0
,-0.001,0
,0,0.001
,0,0.001
,0.001,0.001
,0.002,0.001
,0.003,0.001
,0.002,0.001
,0,0.001
,-0.004,0.002
,-0.008,0.003
,-0.009,0.002
,-0.008,-0.002
,-0.007,-0.009
,-0.007,-0.016
,-0.009,-0.021
,-0.015,-0.023
,-0.02,-0.022
,-0.024,-0.019
,-0.025,-0.017
,-0.025,-0.017
,-0.026,-0.02
,-0.028,-0.025
,-0.031,-0.028
,-0.033,-0.03
,-0.033,-0.03
,-0.031,-0.029
,-0.028,-0.028
,-0.027,-0.028
,-0.029,-0.027
,-0.033,-0.027
,-0.037,-0.026
,-0.04,-0.027
,-0.042,-0.03
,-0.042,-0.033
,-0.04,-0.034
,-0.038,-0.033
,-0.034,-0.029
,-0.029,-0.023
,-0.023,-0.017
,-0.015,-0.011
,-0.008,-0.004
,0.002,0.005
,0.014,0.018
,0.031,0.036
,0.051,0.059
,0.072,0.086
,0.094,0.116
,0.115,0.147
,0.138,0.177
,0.166,0.208
,0.203,0.241
,0.251,0.28
,0.314,0.325
,0.395,0.376
,0.494,0.433
,0.61,0.494
,0.733,0.555
,0.849,0.609
,0.937,0.646
,0.977,0.649
,0.955,0.609
,0.862,0.526
,0.703,0.407
,0.488,0.269
,0.236,0.125
,-0.033,-0.019
,-0.294,-0.164
,-0.527,-0.312
,-0.718,-0.458
,-0.86,-0.589
,-0.956,-0.69
,-1.014,-0.752
,-1.043,-0.777
,-1.05,-0.778
,-1.039,-0.767
,-1.012,-0.754
,-0.969,-0.739
,-0.914,-0.718
,-0.852,-0.685
,-0.786,-0.641
,-0.719,-0.588
,-0.648,-0.534
,-0.569,-0.48
,-0.479,-0.424
,-0.38,-0.363
,-0.278,-0.293
,-0.18,-0.215
,-0.093,-0.134
,-0.017,-0.058
,0.051,0.009
,0.113,0.065
,0.172,0.113
,0.226,0.156
,0.273,0.195
,0.313,0.23
,0.344,0.259
,0.368,0.28
,0.385,0.293
,0.396,0.3
,0.4,0.305
,0.398,0.309
,0.392,0.313
,0.383,0.312
,0.374,0.308
,0.363,0.299
,0.349,0.288
,0.331,0.276
,0.309,0.264
,0.285,0.252
,0.259,0.236
,0.233,0.218
,0.207,0.196
,0.182,0.175
,0.158,0.154
,0.135,0.136
,0.113,0.119
,0.091,0.101
,0.072,0.083
,0.053,0.064
,0.038,0.047
,0.024,0.033
,0.012,0.022
,0,0.011
,-0.014,0
,-0.028,-0.012
,-0.042,-0.025
,-0.054,-0.037
,-0.063,-0.046
,-0.069,-0.053
,-0.072,-0.058
,-0.074,-0.062
,-0.075,-0.066
,-0.075,-0.07
,-0.074,-0.071
,-0.073,-0.072
,-0.07,-0.071
,-0.068,-0.069
,-0.067,-0.068
,-0.067,-0.068
,-0.067,-0.067
,-0.066,-0.064
,-0.064,-0.061
,-0.058,-0.056
,-0.051,-0.051
,-0.044,-0.046
,-0.038,-0.041
,-0.034,-0.036
,-0.031,-0.031
,-0.028,-0.026
,-0.023,-0.021
,-0.018,-0.019
,-0.013,-0.017
,-0.009,-0.015
,-0.006,-0.011
,-0.004,-0.007
,-0.003,-0.002
,-0.002,0.001
,-0.001,0.003
,0.001,0.003
,0.002,0.003
,0.004,0.005
,0.006,0.007
,0.007,0.01
,0.007,0.013
,0.007,0.013
,0.007,0.012
,0.006,0.01
,0.004,0.006
,0.002,0.003
,0.001,0.001
,0,-0.001
,0,-0.003
,-0.001,-0.005
,-0.002,-0.006
,-0.005,-0.008
,-0.008,-0.008
,-0.009,-0.009
,-0.01,-0.011
,-0.008,-0.012
,-0.005,-0.014
,-0.001,-0.014
,0.002,-0.014
,0.002,-0.013
,-0.001,-0.012
,-0.005,-0.009
,-0.008,-0.006
,-0.009,-0.003
,-0.007,0.001
,-0.002,0.002
,0.004,0.003
,0.01,0.003
,0.014,0.003
,0.017,0.005
,0.018,0.007
,0.019,0.01
,0.018,0.011
,0.017,0.012
,0.016,0.011
,0.016,0.01
,0.016,0.009
,0.015,0.009
,0.014,0.01
,0.012,0.011
,0.01,0.013
,0.008,0.015
,0.007,0.015
,0.007,0.013
,0.006,0.01
,0.005,0.007
,0.003,0.003
,0.001,0
,-0.002,-0.003
,-0.005,-0.005
,-0.008,-0.006
,-0.01,-0.007
,-0.01,-0.007
,-0.009,-0.006
,-0.005,-0.005
,-0.003,-0.005
,-0.002,-0.006
,-0.005,-0.007
,-0.009,-0.007
,-0.012,-0.006
,-0.013,-0.005
,-0.01,-0.003
,-0.006,-0.003
,-0.003,-0.004
,-0.001,-0.004
,0,-0.004
,0.001,-0.001
,0.003,0.002
,0.005,0.006
,0.007,0.009
,0.008,0.012
,0.009,0.013
,0.01,0.014
,0.011,0.013
,0.011,0.013
,0.012,0.012
,0.011,0.011
,0.008,0.011
,0.006,0.012
,0.005,0.013
,0.006,0.013
,0.01,0.012
,0.014,0.011
,0.017,0.01
,0.017,0.009
,0.014,0.009
,0.01,0.008
,0.005,0.006
,0,0.003
,-0.003,-0.001
,-0.005,-0.004
,-0.006,-0.006
,-0.007,-0.008
,-0.008,-0.009
,-0.01,-0.009
,-0.011,-0.009
,-0.011,-0.008
,-0.009,-0.007
,-0.005,-0.007
,0,-0.006
,0.002,-0.007
,0.002,-0.008
,0,-0.008
,-0.003,-0.009
,-0.004,-0.008
,-0.004,-0.006
,-0.002,-0.004
,0,-0.002
,0.002,0.001
,0.004,0.003
,0.005,0.005
,0.006,0.006
,0.006,0.007
,0.007,0.007
,0.007,0.008
,0.007,0.01
,0.007,0.011
,0.008,0.011
,0.011,0.01
,0.013,0.006
,0.016,0.004
,0.018,0.002
,0.016,0.003
,0.013,0.004
,0.008,0.006
,0.003,0.006
,-0.002,0.006
,-0.005,0.004
,-0.007,0.002
,-0.008,0
,-0.007,-0.001
,-0.005,-0.001
,-0.002,-0.002
,0,-0.003
,-0.001,-0.004
,-0.004,-0.005
,-0.008,-0.005
,-0.011,-0.006
,-0.012,-0.006
,-0.012,-0.006
,-0.012,-0.006
,-0.011,-0.007
,-0.011,-0.007
,-0.009,-0.008
,-0.006,-0.007
,-0.002,-0.006
,0.002,-0.004
,0.004,0
,0.004,0.003
,0.003,0.006
,0.002,0.006
,0.003,0.005
,0.005,0.004
,0.007,0.003
,0.009,0.004
,0.009,0.006
,0.009,0.009
,0.007,0.012
,0.006,0.013
,0.006,0.011
,0.006,0.008
,0.007,0.005
,0.008,0.003
,0.009,0.003
,0.009,0.004
,0.008,0.006
,0.007,0.007
,0.004,0.006
,0,0.003
,-0.004,0
,-0.008,-0.003
,-0.011,-0.006
,-0.012,-0.009
,-0.012,-0.011
,-0.011,-0.012
,-0.009,-0.013
,-0.009,-0.013
,-0.009,-0.011
,-0.009,-0.008
,-0.009,-0.005
,-0.008,-0.003
,-0.007,-0.003
,-0.005,-0.003
,-0.003,-0.004
,-0.002,-0.004
,-0.002,-0.003
,-0.001,0
,-0.001,0.004
,0.001,0.007
,0.004,0.009
,0.008,0.01
,0.01,0.01
,0.011,0.01
,0.009,0.011
,0.007,0.011
,0.005,0.01
,0.004,0.008
,0.005,0.004
,0.008,0.003
,0.011,0.004
,0.012,0.006
,0.01,0.009
,0.007,0.011
,0.004,0.01
,0.001,0.007
,0,0.005
,0.001,0.003
,0.001,0.002
,0.001,0.002
,0.001,0.001
,0.001,-0.001
,0,-0.002
,-0.001,-0.003
,-0.003,-0.004
,-0.005,-0.005
,-0.008,-0.007
,-0.009,-0.008
,-0.009,-0.008
,-0.008,-0.007
,-0.005,-0.007
,-0.002,-0.007
,-0.001,-0.009
,-0.003,-0.01
,-0.006,-0.011
,-0.009,-0.01
,-0.009,-0.007
,-0.005,-0.004
,0.001,-0.002
,0.006,-0.002
,0.009,-0.003
,0.009,-0.004
,0.007,-0.005
,0.004,-0.003
,0.002,0.002
,0.003,0.007
,0.005,0.01
,0.007,0.011
,0.008,0.008
,0.007,0.004
,0.004,0.002
,0,0.003
,-0.003,0.008
,-0.002,0.012
,0,0.014
,0.004,0.013
,0.007,0.009
,0.008,0.006
,0.007,0.004
,0.005,0.005
,0.002,0.006
,0,0.006
,-0.001,0.005
,-0.002,0.003
,-0.003,0.001
,-0.003,0.001
,-0.004,0.002
,-0.004,0.002
,-0.005,0
,-0.006,-0.004
,-0.009,-0.009
,-0.012,-0.013
,-0.014,-0.013
,-0.013,-0.01
,-0.008,-0.006
,-0.002,-0.003
,0.003,-0.001
,0.005,0
,0.004,-0.001
,0.001,-0.001
,-0.001,0.001
,-0.002,0.003
,0,0.006
,0.001,0.008
,0.002,0.01
,0.002,0.01
,0.002,0.01
,0.003,0.01
,0.005,0.012
,0.008,0.013
,0.011,0.015
,0.011,0.017
,0.01,0.019
,0.009,0.02
,0.009,0.02
,0.011,0.02
,0.013,0.019
,0.014,0.018
,0.014,0.018
,0.012,0.018
,0.011,0.019
,0.01,0.019
,0.012,0.019
,0.014,0.016
,0.014,0.012
,0.012,0.008
,0.008,0.005
,0.005,0.003
,0.003,0.003
,0.004,0.004
,0.007,0.005
,0.009,0.004
,0.01,0.003
,0.01,0
,0.01,-0.002
,0.01,-0.003
,0.011,-0.002
,0.009,0
,0.006,0.002
,0.003,0.004
,0.001,0.003
,0.001,0.002
,0.005,0.001
,0.01,0.004
,0.014,0.008
,0.015,0.013
,0.013,0.017
,0.01,0.018
,0.009,0.018
,0.009,0.017
,0.012,0.017
,0.014,0.016
,0.016,0.013
,0.016,0.01
,0.014,0.007
,0.012,0.006
,0.01,0.005
,0.008,0.005
,0.006,0.004
,0.003,0.001
,0,-0.003
,-0.003,-0.005
,-0.004,-0.006
,-0.005,-0.005
,-0.005,-0.005
,-0.005,-0.006
,-0.006,-0.01
,-0.009,-0.014
,-0.011,-0.018
,-0.013,-0.019
,-0.014,-0.018
,-0.015,-0.017
,-0.016,-0.017
,-0.017,-0.017
,-0.018,-0.016
,-0.017,-0.015
,-0.015,-0.015
,-0.012,-0.015
,-0.01,-0.017
,-0.009,-0.018
,-0.008,-0.018
,-0.008,-0.016
,-0.008,-0.012
,-0.008,-0.008
,-0.008,-0.005
,-0.008,-0.005
,-0.006,-0.006
,-0.003,-0.007
,-0.001,-0.007
,0,-0.006
,0,-0.004
,-0.001,-0.001
,-0.003,0.002
,-0.005,0.004
,-0.007,0.004
,-0.009,0.001
,-0.011,-0.004
,-0.013,-0.009
,-0.013,-0.012
,-0.012,-0.014
,-0.011,-0.016
,-0.01,-0.017
,-0.01,-0.02
,-0.012,-0.022
,-0.014,-0.024
,-0.018,-0.024
,-0.023,-0.022
,-0.029,-0.02
,-0.035,-0.018
,-0.039,-0.018
,-0.039,-0.021
,-0.034,-0.024
,-0.028,-0.027
,-0.022,-0.027
,-0.02,-0.025
,-0.021,-0.022
,-0.024,-0.02
,-0.027,-0.019
,-0.026,-0.018
,-0.023,-0.016
,-0.017,-0.012
,-0.01,-0.008
,-0.005,-0.006
,-0.002,-0.006
,-0.001,-0.01
,-0.001,-0.014
,-0.002,-0.017
,-0.003,-0.017
,-0.006,-0.015
,-0.008,-0.012
,-0.01,-0.009
,-0.01,-0.005
,-0.009,-0.001
,-0.006,0.002
,-0.003,0.005
,0,0.008
,0.002,0.009
,0.005,0.011
,0.007,0.012
,0.011,0.012
,0.015,0.011
,0.019,0.008
,0.021,0.004
,0.021,0
,0.018,-0.002
,0.014,-0.003
,0.01,-0.003
,0.01,-0.005
,0.012,-0.01
,0.014,-0.015
,0.014,-0.02
,0.01,-0.022
,0.004,-0.024
,-0.003,-0.026
,-0.009,-0.032
,-0.014,-0.041
,-0.02,-0.052
,-0.03,-0.06
,-0.043,-0.065
,-0.057,-0.066
,-0.067,-0.065
,-0.073,-0.064
,-0.074,-0.061
,-0.072,-0.057
,-0.068,-0.048
,-0.064,-0.034
,-0.057,-0.018
,-0.047,-0.004
,-0.033,0.006
,-0.017,0.012
,-0.002,0.015
,0.009,0.018
,0.017,0.024
,0.021,0.032
,0.023,0.039
,0.027,0.042
,0.032,0.041
,0.035,0.039
,0.037,0.037
,0.035,0.037
,0.033,0.038
,0.031,0.039
,0.03,0.039
,0.032,0.037
,0.035,0.033
,0.037,0.03
,0.038,0.027
,0.038,0.025
,0.035,0.024
,0.032,0.024
,0.028,0.025
,0.023,0.024
,0.018,0.022
,0.015,0.018
,0.014,0.013
,0.014,0.011
,0.014,0.01
,0.015,0.012
,0.016,0.014
,0.016,0.015
,0.017,0.014
,0.019,0.012
,0.019,0.01
,0.019,0.009
,0.017,0.009
,0.014,0.009
,0.012,0.008
,0.011,0.007
,0.012,0.004
,0.013,0.003
,0.011,0.004
,0.008,0.006
,0.004,0.009
,0.001,0.01
,-0.001,0.009
,0,0.005
,0.001,0.002
,0.002,0
,0.001,0.001
,-0.001,0.004
,-0.001,0.006
,0,0.006
,0.001,0.004
,0.003,0.001
,0.003,-0.001
,0.002,-0.001
,0.001,0.001
,0,0.002
,-0.001,0.003
,-0.002,0.002
,-0.002,0
,-0.002,-0.001
,0,0
,0.001,0.005
,0.003,0.011
,0.004,0.016
,0.004,0.019
,0.002,0.019
,-0.001,0.019
,-0.002,0.02
,-0.002,0.022
,0,0.025
,0.002,0.027
,0.004,0.027
,0.004,0.025
,0.004,0.022
,0.004,0.02
,0.004,0.019
,0.005,0.019
,0.006,0.018
,0.005,0.016
,0.003,0.015
,0,0.015
,-0.002,0.015
,-0.002,0.016
,-0.001,0.015
,0.002,0.012
,0.004,0.008
,0.005,0.004
,0.003,0.001
,0.001,-0.001
,-0.002,-0.004
,-0.004,-0.005
,-0.003,-0.006
,-0.001,-0.005
,0.002,-0.004
,0.003,-0.003
,0.002,-0.004
,-0.002,-0.006
,-0.006,-0.009
,-0.009,-0.01
,-0.008,-0.01
,-0.006,-0.009
,-0.004,-0.007
,-0.002,-0.006
,-0.001,-0.007
,-0.001,-0.007
,-0.001,-0.008
,0,-0.007
,0,-0.007
,0.002,-0.007
,0.003,-0.007
,0.003,-0.008
,0.002,-0.009
,0.001,-0.008
,0.001,-0.007
,0,-0.006
,-0.001,-0.005
,-0.001,-0.005
,-0.002,-0.005
,-0.002,-0.005
,-0.001,-0.005
,0.001,-0.006
,0.003,-0.008
,0.005,-0.01
,0.005,-0.012
,0.005,-0.012
,0.003,-0.01
,0.001,-0.009
,0,-0.008
,0,-0.009
,0.001,-0.011
,0.001,-0.012
,0,-0.01
,-0.002,-0.007
,-0.004,-0.004
,-0.005,-0.002
,-0.005,-0.002
,-0.003,-0.003
,-0.001,-0.003
,-0.001,-0.002
,-0.003,-0.001
,-0.005,-0.002
,-0.007,-0.003
,-0.007,-0.006
,-0.006,-0.008
,-0.005,-0.008
,-0.004,-0.007
,-0.004,-0.005
,-0.005,-0.004
,-0.005,-0.003
,-0.005,-0.002
,-0.003,-0.001
,-0.001,0.001
,0,0.003
,0.001,0.005
,0.001,0.004
,0.002,0.002
,0.003,-0.001
,0.005,-0.003
,0.006,-0.002
,0.006,0.002
,0.005,0.005
,0.003,0.007
,0.002,0.005
,0.002,0
,0.002,-0.007
,0.001,-0.012
,0,-0.013
,-0.001,-0.01
,0,-0.005
,0.001,0
,0.003,0.003
,0.004,0.004
,0.002,0.002
,-0.002,0.001
,-0.006,0
,-0.008,-0.001
,-0.007,-0.001
,-0.004,-0.002
,0.001,-0.002
,0.003,-0.001
,0.003,0
,0.001,0.001
,-0.001,0.002
,-0.003,0.003
,-0.003,0.003
,-0.001,0.004
,0.001,0.006
,0.003,0.007
,0.003,0.009
,0,0.009
,-0.002,0.008
,-0.004,0.006
,-0.004,0.005
,-0.002,0.004
,0.001,0.004
,0.005,0.003
,0.006,0.002
,0.006,0.001
,0.004,0
,0.001,-0.001
,-0.001,-0.002
,-0.001,-0.003
,0,-0.004
,0.002,-0.005
,0.004,-0.005
,0.004,-0.004
,0.003,-0.002
,0.001,-0.001
,-0.001,0
,-0.002,0
,-0.002,-0.001
,-0.002,-0.001
,-0.002,-0.001
,-0.002,-0.001
,-0.002,-0.001
,-0.002,-0.001
,-0.003,0
,-0.004,0.001
,-0.005,0.002
,-0.006,0.002
,-0.006,0
,-0.004,-0.002
,-0.003,-0.003
,-0.003,-0.001
,-0.004,0.004
,-0.005,0.01
,-0.006,0.012
,-0.006,0.012
,-0.005,0.008
,-0.005,0.004
,-0.005,0.002
,-0.005,0.001
,-0.004,0
,-0.001,0
,0.002,-0.001
,0.005,-0.002
,0.006,-0.001
,0.004,0.001
,0.002,0.003
,0,0.004
,-0.001,0.002
,-0.001,-0.001
,0,-0.005
,0.002,-0.006
,0.004,-0.005
,0.006,-0.002
,0.008,0.001
,0.009,0.003
,0.008,0.002
,0.007,0
,0.003,-0.002
,0,-0.005
,-0.002,-0.007
,-0.003,-0.008
,-0.003,-0.008
,-0.002,-0.008
,-0.002,-0.007
,-0.003,-0.007
,-0.005,-0.007
,-0.006,-0.007
,-0.006,-0.006
,-0.005,-0.003
,-0.003,0
,-0.001,0.002
,0,0.003
,0,0.001
,-0.001,-0.001
,-0.001,-0.001
,-0.001,-0.001
,0,0
,0.001,0
,0.003,-0.001
,0.003,-0.002
,0.002,-0.003
,0.001,-0.004
,0,-0.002
,0,-0.001
,0.002,0
,0.002,-0.001
,0.002,-0.002
,0.001,-0.002
,0,-0.001
,0.001,0.002
,0.004,0.004
,0.005,0.005
,0.005,0.003
,0.003,0.001
,0,-0.001
,-0.002,-0.002
,-0.003,-0.001
,-0.002,0.001
,-0.001,0.003
,0,0.005
,0,0.006
,0,0.006
,0,0.005
,-0.001,0.003
,-0.004,0.001
,-0.007,-0.001
,-0.01,-0.003
,-0.01,-0.003
,-0.007,-0.002
,-0.003,0
,0,0.001
,0.001,0
,-0.001,-0.001
,-0.004,-0.002
,-0.007,-0.003
,-0.006,-0.002
,-0.004,-0.002
,0.001,-0.001
,0.005,-0.001
,0.007,0
,0.007,0.001
,0.005,0.002
,0.003,0.004
,0,0.004
,-0.001,0.003
,0,0.001
,0.002,0
,0.005,-0.001
,0.007,-0.001
,0.008,-0.001
,0.006,-0.002
,0.003,-0.003
,0,-0.003
,-0.001,-0.001
,-0.001,0.002
,0.001,0.005
,0.003,0.007
,0.005,0.008
,0.005,0.007
,0.004,0.004
,0.002,0.001
,0,-0.002
,-0.002,-0.003
,-0.003,-0.001
,-0.002,0.002
,0.001,0.005
,0.003,0.006
,0.004,0.005
,0.003,0.003
,0.002,0.001
,0,-0.001
,-0.002,-0.001
,-0.002,-0.001
,-0.002,-0.001
,-0.002,-0.001
,-0.003,-0.002
,-0.004,-0.002
,-0.005,-0.001
,-0.004,0
,-0.002,0.001
,0,0.002
,0.002,0.003
,0.001,0.003
,-0.001,0.002
,-0.003,0
,-0.003,-0.002
,-0.001,-0.003
,0.004,-0.002
,0.009,0.001
,0.013,0.006
,0.013,0.01
,0.009,0.012
,0.004,0.01
,-0.001,0.007
,-0.003,0.005
,-0.002,0.004
,0.001,0.005
,0.003,0.008
,0.004,0.008
,0.002,0.006
,0.001,0.003
,-0.001,-0.001
,-0.001,-0.002
,-0.001,-0.002
,0,0.001
,0,0.004
,0,0.005
,0,0.003
,-0.001,0
,-0.003,-0.004
,-0.004,-0.006
,-0.005,-0.006
,-0.005,-0.004
,-0.004,-0.001
,-0.002,-0.001
,0,-0.004
,0.002,-0.008
,0.003,-0.01
,0.004,-0.01
,0.004,-0.008
,0.003,-0.004
,0.002,-0.001
,0,-0.001
,-0.001,-0.001
,0,-0.001
,0.001,0
,0.002,0.001
,0.002,0.002
,0,0.001
,-0.002,0
,-0.004,-0.002
,-0.005,-0.002
,-0.002,0
,0.002,0.002
,0.007,0.003
,0.01,0.003
,0.01,0.002
,0.008,0
,0.005,-0.002
,0.002,-0.002
,-0.001,0
,-0.003,0.003
,-0.005,0.006
,-0.005,0.006
,-0.005,0.004
,-0.003,0
,-0.001,-0.005
,0.001,-0.006
,0.003,-0.004
,0.005,-0.001
,0.004,0.001
,0.002,0.001
,-0.001,-0.002
,-0.004,-0.004
,-0.005,-0.004
,-0.003,-0.001
,0,0.002
,0.002,0.005
,0.003,0.005
,0.002,0.003
,0.001,0.001
,0.001,-0.001
,0.002,-0.001
,0.003,-0.001
,0.003,-0.001
,0.002,-0.001
,0.001,-0.002
,0,-0.003
,-0.001,-0.003
,0,-0.004
,0,-0.004
,0,-0.005
,0,-0.005
,-0.001,-0.004
,-0.001,-0.002
,-0.001,0.001
,-0.001,0.003
,-0.001,0.004
,-0.002,0.002
,-0.002,-0.001
,-0.002,-0.004
,-0.001,-0.005
,0.002,-0.004
,0.005,-0.001
,0.008,0.002
,0.007,0.002
,0.004,-0.001
,-0.002,-0.006
,-0.006,-0.009
,-0.009,-0.009
,-0.01,-0.006
,-0.007,-0.001
,-0.004,0.004
,-0.001,0.006
,0,0.004
,-0.001,0
,-0.004,-0.004
,-0.006,-0.005
,-0.007,-0.004
,-0.006,-0.001
spare1 trace:,NaN,NaN
,0.032,0.029
,0.031,0.028
,0.031,0.028
,0.03,0.027
,0.03,0.027
,0.029,0.026
,0.029,0.026
,0.029,0.025
,0.028,0.025
,0.028,0.025
,0.027,0.024
,0.027,0.024
,0.026,0.024
,0.026,0.024
,0.026,0.024
,0.025,0.023
,0.025,0.023
,0.025,0.023
,0.024,0.022
,0.024,0.022
,0.024,0.022
,0.023,0.021
,0.023,0.021
,0.023,0.02
,0.022,0.02
,0.022,0.019
,0.022,0.019
,0.022,0.018
,0.021,0.018
,0.021,0.017
,0.021,0.016
,0.021,0.015
,0.02,0.014
,0.02,0.014
,0.02,0.013
,0.02,0.012
,0.019,0.011
,0.019,0.01
,0.019,0.009
,0.019,0.008
,0.018,0.007
,0.018,0.006
,0.018,0.005
,0.017,0.004
,0.017,0.003
,0.016,0.002
,0.016,0.001
,0.015,0.001
,0.015,0
,0.014,-0.001
,0.014,-0.002
,0.013,-0.003
,0.013,-0.003
,0.012,-0.004
,0.012,-0.004
,0.011,-0.005
,0.011,-0.005
,0.01,-0.006
,0.01,-0.006
,0.009,-0.006
,0.009,-0.006
,0.008,-0.007
,0.008,-0.007
,0.007,-0.007
,0.007,-0.007
,0.007,-0.007
,0.007,-0.006
,0.006,-0.006
,0.006,-0.006
,0.006,-0.006
,0.006,-0.005
,0.006,-0.005
,0.006,-0.005
,0.006,-0.004
,0.006,-0.004
,0.006,-0.004
,0.006,-0.003
,0.006,-0.003
,0.006,-0.003
,0.006,-0.002
,0.006,-0.002
,0.006,-0.002
,0.006,-0.002
,0.006,-0.002
,0.006,-0.002
,0.006,-0.002
,0.006,-0.002
,0.006,-0.002
,0.005,-0.002
,0.005,-0.003
,0.005,-0.003
,0.005,-0.003
,0.005,-0.004
,0.004,-0.004
,0.004,-0.005
,0.004,-0.006
,0.004,-0.006
,0.003,-0.007
,0.003,-0.008
,0.003,-0.008
,0.002,-0.009
,0.002,-0.01
,0.002,-0.01
,0.002,-0.011
,0.001,-0.011
,0.001,-0.012
,0.001,-0.012
,0.001,-0.013
,0,-0.013
,0,-0.013
,0,-0.013
,0,-0.013
,0,-0.013
,0,-0.013
,0,-0.013
,0,-0.012
,0,-0.012
,0,-0.011
,0,-0.011
,0,-0.01
,0,-0.01
,0,-0.009
,0,-0.009
,0,-0.008
,0,-0.007
,0,-0.007
,0.001,-0.006
,0.001,-0.006
,0.001,-0.005
,0.001,-0.005
,0.001,-0.004
,0.001,-0.004
,0.001,-0.004
,0,-0.004
,0,-0.004
,0,-0.004
,0,-0.004
,0,-0.004
,-0.001,-0.005
,-0.001,-0.005
,-0.001,-0.006
,-0.002,-0.006
,-0.002,-0.007
,-0.002,-0.008
,-0.003,-0.009
,-0.003,-0.01
,-0.004,-0.01
,-0.004,-0.011
,-0.005,-0.012
,-0.005,-0.013
,-0.005,-0.014
,-0.006,-0.015
,-0.006,-0.016
,-0.007,-0.017
,-0.007,-0.018
,-0.007,-0.018
,-0.007,-0.019
,-0.008,-0.02
,-0.008,-0.02
,-0.008,-0.021
,-0.008,-0.021
,-0.008,-0.022
,-0.008,-0.022
,-0.008,-0.023
,-0.008,-0.023
,-0.008,-0.023
,-0.008,-0.023
,-0.008,-0.023
,-0.007,-0.023
,-0.007,-0.023
,-0.007,-0.023
,-0.007,-0.023
,-0.006,-0.023
,-0.006,-0.022
,-0.006,-0.022
,-0.006,-0.022
,-0.005,-0.022
,-0.005,-0.022
,-0.005,-0.021
,-0.005,-0.021
,-0.004,-0.021
,-0.004,-0.021
,-0.004,-0.02
,-0.004,-0.02
,-0.004,-0.02
,-0.004,-0.02
,-0.004,-0.02
,-0.004,-0.02
,-0.004,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.005,-0.02
,-0.006,-0.02
,-0.006,-0.02
,-0.006,-0.02
,-0.007,-0.021
,-0.007,-0.021
,-0.008,-0.021
,-0.008,-0.021
,-0.009,-0.021
,-0.009,-0.022
,-0.009,-0.022
,-0.01,-0.022
,-0.01,-0.022
,-0.011,-0.023
,-0.011,-0.023
,-0.012,-0.023
,-0.012,-0.024
,-0.012,-0.024
,-0.012,-0.024
,-0.013,-0.025
,-0.013,-0.025
,-0.013,-0.025
,-0.013,-0.026
,-0.013,-0.026
,-0.014,-0.026
,-0.014,-0.027
,-0.014,-0.027
,-0.014,-0.027
,-0.014,-0.027
,-0.014,-0.028
,-0.014,-0.028
,-0.013,-0.028
,-0.013,-0.028
,-0.013,-0.028
,-0.013,-0.028
,-0.013,-0.028
,-0.013,-0.028
,-0.013,-0.028
,-0.012,-0.028
,-0.012,-0.028
,-0.012,-0.027
,-0.012,-0.027
,-0.012,-0.026
,-0.011,-0.026
,-0.011,-0.025
,-0.011,-0.025
,-0.011,-0.024
,-0.011,-0.024
,-0.011,-0.023
,-0.011,-0.022
,-0.011,-0.022
,-0.011,-0.021
,-0.011,-0.02
,-0.011,-0.019
,-0.011,-0.019
,-0.011,-0.018
,-0.011,-0.017
,-0.011,-0.017
,-0.011,-0.016
,-0.011,-0.016
,-0.012,-0.015
,-0.012,-0.015
,-0.012,-0.014
,-0.013,-0.014
