Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10
rov trace:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,0.06,0.065,-0.042,-0.053,0.01,-0.032,-0.082,0.06,0.005
,0.06,0.064,-0.042,-0.053,0.01,-0.031,-0.081,0.06,0.006
,0.059,0.062,-0.042,-0.052,0.01,-0.03,-0.081,0.059,0.007
,0.058,0.061,-0.042,-0.051,0.01,-0.029,-0.081,0.058,0.008
,0.058,0.059,-0.042,-0.051,0.01,-0.028,-0.081,0.058,0.009
,0.057,0.057,-0.042,-0.05,0.01,-0.028,-0.081,0.057,0.009
,0.056,0.056,-0.042,-0.049,0.011,-0.027,-0.081,0.056,0.01
,0.055,0.054,-0.042,-0.048,0.011,-0.026,-0.081,0.055,0.011
,0.054,0.052,-0.042,-0.047,0.011,-0.026,-0.082,0.054,0.012
,0.053,0.05,-0.042,-0.046,0.011,-0.025,-0.082,0.053,0.013
,0.051,0.048,-0.042,-0.045,0.011,-0.025,-0.083,0.051,0.014
,0.05,0.046,-0.042,-0.045,0.012,-0.025,-0.083,0.05,0.015
,0.048,0.044,-0.042,-0.044,0.012,-0.025,-0.084,0.048,0.016
,0.046,0.042,-0.042,-0.043,0.012,-0.025,-0.085,0.046,0.016
,0.045,0.04,-0.042,-0.043,0.012,-0.026,-0.087,0.045,0.017
,0.043,0.038,-0.042,-0.043,0.012,-0.026,-0.088,0.043,0.018
,0.041,0.036,-0.042,-0.042,0.012,-0.027,-0.089,0.041,0.018
,0.039,0.034,-0.042,-0.042,0.012,-0.028,-0.091,0.039,0.019
,0.037,0.033,-0.042,-0.042,0.012,-0.029,-0.093,0.037,0.019
,0.034,0.031,-0.043,-0.042,0.012,-0.03,-0.095,0.034,0.02
,0.032,0.03,-0.043,-0.042,0.012,-0.031,-0.097,0.032,0.02
,0.03,0.029,-0.043,-0.043,0.012,-0.033,-0.1,0.03,0.02
,0.028,0.029,-0.044,-0.043,0.012,-0.035,-0.103,0.028,0.02
,0.025,0.028,-0.044,-0.044,0.012,-0.036,-0.105,0.025,0.02
,0.023,0.028,-0.045,-0.045,0.011,-0.038,-0.109,0.023,0.02
,0.02,0.029,-0.046,-0.045,0.011,-0.04,-0.112,0.02,0.02
,0.018,0.03,-0.047,-0.046,0.01,-0.042,-0.115,0.018,0.02
,0.016,0.031,-0.048,-0.047,0.01,-0.044,-0.119,0.016,0.019
,0.014,0.033,-0.049,-0.048,0.009,-0.046,-0.123,0.014,0.019
,0.012,0.035,-0.05,-0.05,0.009,-0.048,-0.127,0.012,0.019
,0.01,0.038,-0.052,-0.051,0.008,-0.051,-0.131,0.01,0.018
,0.008,0.042,-0.053,-0.052,0.007,-0.053,-0.135,0.008,0.017
,0.006,0.046,-0.055,-0.054,0.007,-0.055,-0.139,0.006,0.017
,0.005,0.051,-0.056,-0.055,0.006,-0.057,-0.143,0.005,0.016
,0.004,0.057,-0.058,-0.057,0.005,-0.059,-0.148,0.004,0.015
,0.003,0.063,-0.06,-0.058,0.004,-0.061,-0.152,0.003,0.014
,0.003,0.07,-0.062,-0.06,0.003,-0.063,-0.156,0.003,0.013
,0.003,0.078,-0.065,-0.062,0.002,-0.065,-0.16,0.003,0.012
,0.004,0.087,-0.067,-0.063,0.001,-0.067,-0.164,0.004,0.011
,0.005,0.097,-0.069,-0.065,0,-0.068,-0.167,0.005,0.01
,0.007,0.107,-0.072,-0.067,-0.001,-0.07,-0.17,0.007,0.008
,0.009,0.118,-0.074,-0.069,-0.002,-0.072,-0.173,0.009,0.007
,0.012,0.13,-0.077,-0.071,-0.002,-0.074,-0.175,0.012,0.005
,0.016,0.143,-0.079,-0.073,-0.003,-0.075,-0.177,0.016,0.004
,0.02,0.157,-0.081,-0.075,-0.004,-0.077,-0.178,0.02,0.002
,0.025,0.172,-0.084,-0.077,-0.005,-0.078,-0.178,0.025,0
,0.031,0.188,-0.086,-0.079,-0.006,-0.08,-0.178,0.031,-0.002
,0.037,0.204,-0.088,-0.081,-0.007,-0.081,-0.176,0.037,-0.004
,0.045,0.222,-0.091,-0.083,-0.008,-0.083,-0.174,0.045,-0.006
,0.053,0.24,-0.092,-0.084,-0.01,-0.084,-0.171,0.053,-0.008
,0.062,0.259,-0.094,-0.086,-0.011,-0.085,-0.168,0.062,-0.01
,0.072,0.28,-0.096,-0.087,-0.012,-0.086,-0.163,0.072,-0.012
,0.083,0.301,-0.097,-0.089,-0.013,-0.086,-0.157,0.083,-0.014
,0.094,0.323,-0.097,-0.09,-0.014,-0.087,-0.15,0.094,-0.017
,0.106,0.346,-0.098,-0.09,-0.015,-0.087,-0.143,0.106,-0.019
,0.12,0.37,-0.097,-0.09,-0.017,-0.087,-0.134,0.12,-0.021
,0.134,0.395,-0.097,-0.09,-0.018,-0.086,-0.124,0.134,-0.023
,0.148,0.421,-0.096,-0.09,-0.019,-0.085,-0.113,0.148,-0.024
,0.164,0.447,-0.094,-0.089,-0.021,-0.084,-0.101,0.164,-0.026
,0.18,0.475,-0.091,-0.087,-0.022,-0.082,-0.088,0.18,-0.027
,0.198,0.503,-0.088,-0.085,-0.023,-0.079,-0.074,0.198,-0.028
,0.216,0.532,-0.084,-0.082,-0.025,-0.076,-0.059,0.216,-0.029
,0.235,0.562,-0.08,-0.078,-0.026,-0.073,-0.043,0.235,-0.029
,0.254,0.592,-0.075,-0.074,-0.027,-0.068,-0.025,0.254,-0.029
,0.275,0.623,-0.069,-0.069,-0.028,-0.063,-0.007,0.275,-0.028
,0.296,0.655,-0.062,-0.063,-0.029,-0.057,0.012,0.296,-0.026
,0.318,0.687,-0.054,-0.057,-0.03,-0.05,0.033,0.318,-0.024
,0.341,0.719,-0.046,-0.049,-0.031,-0.043,0.054,0.341,-0.021
,0.365,0.752,-0.037,-0.041,-0.031,-0.034,0.077,0.365,-0.018
,0.389,0.785,-0.027,-0.032,-0.031,-0.025,0.101,0.389,-0.014
,0.414,0.818,-0.016,-0.022,-0.031,-0.015,0.125,0.414,-0.009
,0.44,0.851,-0.005,-0.012,-0.03,-0.004,0.151,0.44,-0.003
,0.467,0.884,0.008,0,-0.029,0.008,0.178,0.467,0.004
,0.495,0.916,0.021,0.012,-0.027,0.02,0.206,0.495,0.011
,0.523,0.948,0.035,0.025,-0.025,0.034,0.235,0.523,0.019
,0.553,0.98,0.049,0.039,-0.022,0.049,0.266,0.553,0.029
,0.582,1.01,0.064,0.054,-0.019,0.064,0.297,0.582,0.039
,0.613,1.04,0.08,0.07,-0.015,0.08,0.329,0.613,0.05
,0.644,1.068,0.097,0.086,-0.01,0.097,0.363,0.644,0.062
,0.675,1.095,0.114,0.104,-0.005,0.115,0.397,0.675,0.075
,0.707,1.121,0.133,0.122,0.001,0.134,0.432,0.707,0.088
,0.74,1.144,0.151,0.14,0.008,0.153,0.469,0.74,0.103
,0.772,1.166,0.171,0.16,0.016,0.174,0.506,0.772,0.119
,0.805,1.186,0.191,0.18,0.024,0.195,0.544,0.805,0.135
,0.838,1.203,0.212,0.202,0.033,0.217,0.582,0.838,0.153
,0.871,1.218,0.234,0.223,0.043,0.24,0.621,0.871,0.171
,0.904,1.231,0.257,0.246,0.054,0.264,0.66,0.904,0.19
,0.936,1.24,0.28,0.27,0.066,0.289,0.7,0.936,0.211
,0.968,1.246,0.304,0.294,0.078,0.314,0.74,0.968,0.232
,0.999,1.25,0.329,0.319,0.092,0.34,0.78,0.999,0.254
,1.03,1.25,0.354,0.344,0.106,0.367,0.819,1.03,0.277
,1.059,1.246,0.38,0.371,0.121,0.395,0.858,1.059,0.301
,1.088,1.24,0.407,0.398,0.137,0.423,0.897,1.088,0.326
,1.115,1.23,0.435,0.426,0.153,0.452,0.935,1.115,0.352
,1.141,1.216,0.463,0.454,0.171,0.482,0.972,1.141,0.378
,1.165,1.199,0.492,0.483,0.189,0.512,1.007,1.165,0.406
,1.187,1.178,0.522,0.513,0.208,0.543,1.042,1.187,0.434
,1.207,1.155,0.552,0.543,0.229,0.575,1.075,1.207,0.463
,1.225,1.128,0.583,0.574,0.249,0.606,1.106,1.225,0.492
,1.241,1.098,0.614,0.605,0.271,0.638,1.135,1.241,0.523
,1.254,1.065,0.645,0.636,0.294,0.671,1.162,1.254,0.554
,1.264,1.029,0.677,0.668,0.317,0.703,1.186,1.264,0.586
,1.272,0.991,0.709,0.699,0.341,0.736,1.208,1.272,0.618
,1.276,0.951,0.741,0.731,0.366,0.768,1.227,1.276,0.65
,1.277,0.909,0.773,0.763,0.392,0.8,1.244,1.277,0.683
,1.275,0.865,0.805,0.794,0.418,0.832,1.256,1.275,0.716
,1.269,0.82,0.837,0.825,0.445,0.863,1.266,1.269,0.75
,1.261,0.774,0.868,0.856,0.473,0.894,1.272,1.261,0.783
,1.248,0.728,0.898,0.886,0.502,0.923,1.274,1.248,0.816
,1.232,0.681,0.928,0.915,0.532,0.952,1.273,1.232,0.85
,1.213,0.635,0.956,0.943,0.562,0.98,1.268,1.213,0.883
,1.191,0.589,0.984,0.969,0.592,1.006,1.259,1.191,0.915
,1.165,0.543,1.01,0.995,0.623,1.031,1.246,1.165,0.947
,1.136,0.499,1.034,1.019,0.655,1.053,1.229,1.136,0.978
,1.104,0.456,1.056,1.041,0.687,1.074,1.208,1.104,1.008
,1.069,0.415,1.077,1.06,0.719,1.093,1.183,1.069,1.038
,1.032,0.375,1.095,1.078,0.752,1.109,1.155,1.032,1.066
,0.993,0.338,1.111,1.094,0.784,1.123,1.123,0.993,1.093
,0.951,0.303,1.124,1.106,0.817,1.134,1.087,0.951,1.118
,0.908,0.27,1.134,1.116,0.849,1.143,1.049,0.908,1.142
,0.863,0.239,1.142,1.123,0.881,1.148,1.008,0.863,1.164
,0.817,0.211,1.146,1.127,0.913,1.15,0.964,0.817,1.184
,0.77,0.186,1.147,1.128,0.944,1.149,0.917,0.77,1.201
,0.723,0.163,1.144,1.125,0.974,1.144,0.869,0.723,1.217
,0.676,0.142,1.138,1.119,1.004,1.136,0.819,0.676,1.229
,0.629,0.124,1.129,1.109,1.032,1.125,0.768,0.629,1.24
,0.582,0.108,1.116,1.096,1.059,1.11,0.716,0.582,1.247
,0.536,0.094,1.099,1.079,1.084,1.092,0.664,0.536,1.251
,0.492,0.082,1.079,1.059,1.107,1.07,0.611,0.492,1.253
,0.448,0.072,1.055,1.036,1.129,1.046,0.558,0.448,1.251
,0.406,0.063,1.028,1.009,1.148,1.018,0.507,0.406,1.246
,0.366,0.055,0.998,0.979,1.165,0.987,0.456,0.366,1.237
,0.328,0.049,0.966,0.946,1.18,0.953,0.406,0.328,1.225
,0.291,0.043,0.93,0.911,1.192,0.917,0.358,0.291,1.21
,0.257,0.039,0.892,0.873,1.2,0.878,0.312,0.257,1.191
,0.225,0.035,0.851,0.833,1.206,0.838,0.268,0.225,1.169
,0.195,0.031,0.809,0.791,1.209,0.795,0.226,0.195,1.144
,0.168,0.027,0.765,0.747,1.208,0.752,0.187,0.168,1.115
,0.142,0.023,0.72,0.702,1.204,0.707,0.15,0.142,1.084
,0.119,0.019,0.674,0.657,1.196,0.661,0.115,0.119,1.05
,0.098,0.015,0.628,0.61,1.184,0.615,0.084,0.098,1.013
,0.079,0.01,0.581,0.564,1.169,0.569,0.055,0.079,0.974
,0.061,0.006,0.534,0.517,1.151,0.523,0.029,0.061,0.932
,0.046,0,0.488,0.472,1.129,0.477,0.005,0.046,0.889
,0.032,-0.006,0.442,0.426,1.104,0.432,-0.016,0.032,0.845
,0.019,-0.012,0.398,0.382,1.075,0.389,-0.034,0.019,0.799
,0.008,-0.019,0.355,0.34,1.043,0.346,-0.051,0.008,0.752
,-0.002,-0.026,0.313,0.299,1.009,0.306,-0.065,-0.002,0.705
,-0.012,-0.034,0.274,0.259,0.971,0.267,-0.077,-0.012,0.658
,-0.02,-0.042,0.236,0.222,0.932,0.23,-0.087,-0.02,0.61
,-0.027,-0.05,0.201,0.187,0.89,0.195,-0.096,-0.027,0.563
,-0.034,-0.058,0.167,0.154,0.847,0.162,-0.104,-0.034,0.517
,-0.041,-0.066,0.136,0.124,0.802,0.132,-0.11,-0.041,0.472
,-0.047,-0.075,0.107,0.096,0.756,0.104,-0.115,-0.047,0.429
,-0.053,-0.083,0.081,0.07,0.709,0.078,-0.12,-0.053,0.386
,-0.058,-0.09,0.057,0.047,0.661,0.055,-0.123,-0.058,0.346
,-0.064,-0.098,0.035,0.026,0.614,0.034,-0.127,-0.064,0.307
,-0.069,-0.104,0.016,0.007,0.567,0.015,-0.13,-0.069,0.271
,-0.075,-0.111,-0.002,-0.009,0.52,-0.002,-0.133,-0.075,0.237
,-0.08,-0.116,-0.017,-0.023,0.475,-0.017,-0.136,-0.08,0.205
,-0.085,-0.121,-0.031,-0.036,0.43,-0.03,-0.139,-0.085,0.175
,-0.091,-0.125,-0.043,-0.047,0.387,-0.042,-0.142,-0.091,0.148
,-0.096,-0.128,-0.054,-0.056,0.346,-0.052,-0.146,-0.096,0.123
,-0.101,-0.13,-0.063,-0.064,0.306,-0.061,-0.15,-0.101,0.101
,-0.106,-0.132,-0.071,-0.071,0.269,-0.068,-0.154,-0.106,0.08
,-0.111,-0.132,-0.079,-0.077,0.233,-0.075,-0.158,-0.111,0.062
,-0.115,-0.132,-0.085,-0.082,0.2,-0.081,-0.163,-0.115,0.046
,-0.12,-0.131,-0.091,-0.086,0.17,-0.086,-0.168,-0.12,0.032
,-0.124,-0.128,-0.096,-0.09,0.142,-0.09,-0.173,-0.124,0.019
,-0.128,-0.126,-0.101,-0.094,0.116,-0.095,-0.179,-0.128,0.008
,-0.131,-0.122,-0.106,-0.098,0.092,-0.099,-0.184,-0.131,-0.002
,-0.134,-0.118,-0.11,-0.101,0.071,-0.103,-0.19,-0.134,-0.01
,-0.137,-0.113,-0.115,-0.105,0.052,-0.107,-0.195,-0.137,-0.018
,-0.139,-0.108,-0.12,-0.108,0.036,-0.112,-0.201,-0.139,-0.025
,-0.14,-0.102,-0.124,-0.112,0.021,-0.116,-0.206,-0.14,-0.031
,-0.142,-0.096,-0.129,-0.117,0.008,-0.121,-0.211,-0.142,-0.036
,-0.142,-0.089,-0.134,-0.121,-0.003,-0.126,-0.216,-0.142,-0.041
,-0.142,-0.083,-0.139,-0.126,-0.013,-0.131,-0.22,-0.142,-0.046
,-0.142,-0.076,-0.145,-0.131,-0.022,-0.137,-0.224,-0.142,-0.051
,-0.141,-0.069,-0.15,-0.137,-0.029,-0.142,-0.227,-0.141,-0.056
,-0.139,-0.063,-0.156,-0.143,-0.036,-0.148,-0.229,-0.139,-0.061
,-0.137,-0.056,-0.161,-0.149,-0.042,-0.154,-0.231,-0.137,-0.066
,-0.135,-0.05,-0.167,-0.155,-0.047,-0.161,-0.232,-0.135,-0.071
,-0.132,-0.043,-0.173,-0.161,-0.052,-0.167,-0.233,-0.132,-0.076
,-0.128,-0.038,-0.178,-0.167,-0.056,-0.173,-0.233,-0.128,-0.082
,-0.124,-0.032,-0.184,-0.173,-0.061,-0.18,-0.232,-0.124,-0.088
,-0.12,-0.027,-0.189,-0.179,-0.065,-0.186,-0.231,-0.12,-0.094
,-0.116,-0.023,-0.194,-0.185,-0.069,-0.192,-0.229,-0.116,-0.1
,-0.111,-0.019,-0.199,-0.191,-0.074,-0.197,-0.226,-0.111,-0.106
,-0.107,-0.015,-0.203,-0.196,-0.079,-0.202,-0.223,-0.107,-0.113
,-0.102,-0.012,-0.207,-0.201,-0.084,-0.207,-0.22,-0.102,-0.12
,-0.096,-0.01,-0.21,-0.205,-0.09,-0.212,-0.216,-0.096,-0.126
,-0.091,-0.008,-0.213,-0.209,-0.095,-0.215,-0.212,-0.091,-0.132
,-0.086,-0.007,-0.216,-0.212,-0.101,-0.219,-0.207,-0.086,-0.139
,-0.081,-0.006,-0.218,-0.215,-0.108,-0.221,-0.202,-0.081,-0.144
,-0.076,-0.006,-0.219,-0.217,-0.114,-0.223,-0.198,-0.076,-0.15
,-0.071,-0.006,-0.22,-0.218,-0.12,-0.225,-0.193,-0.071,-0.155
,-0.066,-0.006,-0.22,-0.219,-0.127,-0.225,-0.188,-0.066,-0.16
,-0.062,-0.007,-0.22,-0.219,-0.134,-0.226,-0.184,-0.062,-0.164
,-0.057,-0.009,-0.219,-0.218,-0.14,-0.225,-0.179,-0.057,-0.167
,-0.053,-0.01,-0.218,-0.217,-0.147,-0.224,-0.175,-0.053,-0.17
,-0.049,-0.012,-0.216,-0.216,-0.153,-0.222,-0.171,-0.049,-0.173
,-0.046,-0.014,-0.214,-0.213,-0.159,-0.22,-0.168,-0.046,-0.174
,-0.043,-0.016,-0.211,-0.211,-0.164,-0.217,-0.165,-0.043,-0.175
,-0.04,-0.019,-0.208,-0.208,-0.169,-0.213,-0.162,-0.04,-0.175
,-0.038,-0.021,-0.205,-0.204,-0.173,-0.209,-0.16,-0.038,-0.175
,-0.036,-0.023,-0.201,-0.2,-0.177,-0.205,-0.158,-0.036,-0.174
,-0.034,-0.025,-0.197,-0.196,-0.18,-0.2,-0.156,-0.034,-0.172
,-0.033,-0.027,-0.193,-0.192,-0.183,-0.195,-0.155,-0.033,-0.17
,-0.032,-0.029,-0.188,-0.187,-0.185,-0.19,-0.155,-0.032,-0.167
,-0.031,-0.031,-0.184,-0.182,-0.186,-0.185,-0.154,-0.031,-0.163
,-0.03,-0.032,-0.18,-0.177,-0.186,-0.179,-0.154,-0.03,-0.159
,-0.03,-0.034,-0.175,-0.173,-0.186,-0.174,-0.155,-0.03,-0.155
,-0.031,-0.034,-0.171,-0.168,-0.185,-0.168,-0.156,-0.031,-0.15
,-0.031,-0.035,-0.166,-0.163,-0.184,-0.163,-0.157,-0.031,-0.145
,-0.032,-0.035,-0.162,-0.159,-0.182,-0.158,-0.158,-0.032,-0.14
,-0.032,-0.035,-0.158,-0.154,-0.179,-0.152,-0.159,-0.032,-0.134
,-0.033,-0.035,-0.154,-0.15,-0.176,-0.148,-0.161,-0.033,-0.129
,-0.034,-0.034,-0.15,-0.146,-0.172,-0.143,-0.163,-0.034,-0.123
,-0.035,-0.033,-0.146,-0.143,-0.168,-0.138,-0.165,-0.035,-0.118
,-0.036,-0.032,-0.143,-0.139,-0.163,-0.134,-0.167,-0.036,-0.112
,-0.037,-0.031,-0.14,-0.136,-0.158,-0.131,-0.169,-0.037,-0.107
,-0.038,-0.029,-0.138,-0.134,-0.153,-0.127,-0.171,-0.038,-0.101
,-0.039,-0.027,-0.135,-0.131,-0.148,-0.124,-0.172,-0.039,-0.096
,-0.04,-0.025,-0.133,-0.129,-0.143,-0.122,-0.174,-0.04,-0.092
,-0.04,-0.023,-0.132,-0.128,-0.137,-0.12,-0.176,-0.04,-0.087
,-0.041,-0.02,-0.13,-0.126,-0.132,-0.118,-0.177,-0.041,-0.083
,-0.041,-0.018,-0.129,-0.126,-0.126,-0.117,-0.179,-0.041,-0.079
,-0.041,-0.016,-0.128,-0.125,-0.121,-0.116,-0.18,-0.041,-0.075
,-0.04,-0.013,-0.128,-0.125,-0.116,-0.116,-0.181,-0.04,-0.072
,-0.04,-0.011,-0.128,-0.125,-0.111,-0.115,-0.182,-0.04,-0.07
,-0.039,-0.009,-0.128,-0.125,-0.107,-0.116,-0.182,-0.039,-0.067
,-0.038,-0.006,-0.128,-0.125,-0.102,-0.116,-0.182,-0.038,-0.065
,-0.037,-0.004,-0.129,-0.126,-0.098,-0.117,-0.182,-0.037,-0.064
,-0.035,-0.002,-0.129,-0.126,-0.095,-0.118,-0.182,-0.035,-0.063
,-0.034,-0.001,-0.13,-0.127,-0.091,-0.12,-0.181,-0.034,-0.062
,-0.032,0.001,-0.131,-0.128,-0.088,-0.121,-0.181,-0.032,-0.062
,-0.03,0.002,-0.132,-0.129,-0.086,-0.123,-0.18,-0.03,-0.062
,-0.028,0.003,-0.133,-0.13,-0.084,-0.125,-0.179,-0.028,-0.062
,-0.025,0.004,-0.134,-0.131,-0.082,-0.127,-0.177,-0.025,-0.062
,-0.023,0.005,-0.135,-0.132,-0.08,-0.128,-0.176,-0.023,-0.063
,-0.02,0.005,-0.135,-0.133,-0.079,-0.13,-0.174,-0.02,-0.064
,-0.018,0.006,-0.136,-0.134,-0.078,-0.132,-0.172,-0.018,-0.065
,-0.015,0.006,-0.137,-0.135,-0.077,-0.134,-0.17,-0.015,-0.066
,-0.013,0.006,-0.137,-0.135,-0.077,-0.136,-0.168,-0.013,-0.068
,-0.011,0.005,-0.138,-0.136,-0.077,-0.137,-0.166,-0.011,-0.069
,-0.008,0.005,-0.138,-0.136,-0.077,-0.138,-0.164,-0.008,-0.071
,-0.006,0.004,-0.138,-0.136,-0.077,-0.14,-0.162,-0.006,-0.072
,-0.004,0.004,-0.138,-0.136,-0.077,-0.141,-0.16,-0.004,-0.073
,-0.002,0.003,-0.137,-0.136,-0.078,-0.141,-0.158,-0.002,-0.075
,-0.001,0.003,-0.137,-0.135,-0.079,-0.142,-0.156,-0.001,-0.076
,0.001,0.002,-0.136,-0.135,-0.08,-0.142,-0.154,0.001,-0.077
,0.002,0.001,-0.135,-0.134,-0.081,-0.142,-0.152,0.002,-0.078
,0.003,0.001,-0.134,-0.133,-0.082,-0.141,-0.151,0.003,-0.078
,0.003,0,-0.133,-0.132,-0.083,-0.141,-0.149,0.003,-0.079
,0.004,0,-0.132,-0.13,-0.084,-0.14,-0.148,0.004,-0.079
,0.004,0,-0.13,-0.129,-0.085,-0.139,-0.147,0.004,-0.079
,0.004,0,-0.129,-0.128,-0.086,-0.138,-0.146,0.004,-0.079
,0.004,0,-0.127,-0.126,-0.087,-0.137,-0.145,0.004,-0.079
,0.003,0,-0.126,-0.124,-0.088,-0.135,-0.145,0.003,-0.078
,0.002,0.001,-0.124,-0.123,-0.089,-0.133,-0.144,0.002,-0.077
,0.002,0.002,-0.123,-0.121,-0.09,-0.132,-0.144,0.002,-0.076
,0.001,0.002,-0.122,-0.12,-0.091,-0.13,-0.144,0.001,-0.075
,0,0.003,-0.121,-0.118,-0.091,-0.128,-0.144,0,-0.074
,-0.001,0.005,-0.12,-0.117,-0.092,-0.126,-0.144,-0.001,-0.072
,-0.003,0.006,-0.119,-0.116,-0.092,-0.125,-0.145,-0.003,-0.07
,-0.004,0.008,-0.118,-0.114,-0.092,-0.123,-0.145,-0.004,-0.068
,-0.005,0.009,-0.117,-0.113,-0.093,-0.122,-0.145,-0.005,-0.066
,-0.006,0.011,-0.117,-0.112,-0.093,-0.12,-0.146,-0.006,-0.064
,-0.007,0.012,-0.117,-0.112,-0.093,-0.119,-0.146,-0.007,-0.062
,-0.008,0.014,-0.117,-0.111,-0.092,-0.118,-0.147,-0.008,-0.06
,-0.009,0.016,-0.117,-0.111,-0.092,-0.117,-0.147,-0.009,-0.058
,-0.01,0.018,-0.117,-0.11,-0.091,-0.116,-0.147,-0.01,-0.056
,-0.01,0.019,-0.118,-0.11,-0.091,-0.116,-0.147,-0.01,-0.054
,-0.011,0.021,-0.118,-0.11,-0.09,-0.115,-0.147,-0.011,-0.052
,-0.011,0.022,-0.119,-0.11,-0.089,-0.115,-0.146,-0.011,-0.051
,-0.011,0.024,-0.12,-0.111,-0.088,-0.115,-0.146,-0.011,-0.049
,-0.011,0.025,-0.121,-0.111,-0.088,-0.115,-0.145,-0.011,-0.048
,-0.01,0.026,-0.122,-0.111,-0.087,-0.115,-0.144,-0.01,-0.047
,-0.01,0.026,-0.123,-0.112,-0.086,-0.116,-0.143,-0.01,-0.046
,-0.009,0.027,-0.124,-0.112,-0.085,-0.116,-0.142,-0.009,-0.046
,-0.008,0.027,-0.125,-0.112,-0.084,-0.117,-0.14,-0.008,-0.045
,-0.007,0.028,-0.126,-0.113,-0.083,-0.118,-0.138,-0.007,-0.045
,-0.006,0.028,-0.127,-0.113,-0.082,-0.118,-0.136,-0.006,-0.045
,-0.005,0.028,-0.128,-0.113,-0.082,-0.119,-0.134,-0.005,-0.046
,-0.004,0.027,-0.129,-0.113,-0.081,-0.12,-0.132,-0.004,-0.047
,-0.003,0.027,-0.13,-0.113,-0.08,-0.12,-0.13,-0.003,-0.047
,-0.001,0.026,-0.13,-0.113,-0.08,-0.121,-0.128,-0.001,-0.048
,0,0.026,-0.13,-0.113,-0.08,-0.121,-0.126,0,-0.049
,0.001,0.025,-0.131,-0.113,-0.079,-0.121,-0.123,0.001,-0.051
,0.003,0.024,-0.131,-0.112,-0.079,-0.121,-0.121,0.003,-0.052
,0.004,0.023,-0.13,-0.112,-0.079,-0.121,-0.119,0.004,-0.053
,0.005,0.022,-0.13,-0.111,-0.079,-0.121,-0.118,0.005,-0.054
,0.006,0.022,-0.129,-0.11,-0.079,-0.121,-0.116,0.006,-0.056
,0.007,0.021,-0.128,-0.109,-0.079,-0.12,-0.115,0.007,-0.057
,0.008,0.021,-0.127,-0.108,-0.079,-0.119,-0.114,0.008,-0.058
,0.009,0.02,-0.126,-0.107,-0.078,-0.118,-0.113,0.009,-0.059
,0.01,0.02,-0.124,-0.106,-0.078,-0.117,-0.112,0.01,-0.059
,0.01,0.02,-0.123,-0.104,-0.078,-0.115,-0.112,0.01,-0.06
,0.011,0.02,-0.121,-0.103,-0.078,-0.114,-0.112,0.011,-0.06
,0.011,0.02,-0.119,-0.102,-0.078,-0.112,-0.112,0.011,-0.06
,0.012,0.021,-0.118,-0.101,-0.077,-0.11,-0.113,0.012,-0.06
,0.012,0.021,-0.116,-0.1,-0.077,-0.108,-0.114,0.012,-0.06
,0.012,0.022,-0.114,-0.099,-0.076,-0.106,-0.115,0.012,-0.059
,0.012,0.023,-0.112,-0.098,-0.075,-0.104,-0.116,0.012,-0.058
,0.012,0.024,-0.11,-0.097,-0.074,-0.102,-0.117,0.012,-0.057
,0.012,0.026,-0.108,-0.097,-0.073,-0.1,-0.119,0.012,-0.056
,0.012,0.027,-0.106,-0.096,-0.072,-0.098,-0.121,0.012,-0.054
,0.012,0.029,-0.105,-0.096,-0.071,-0.097,-0.122,0.012,-0.052
,0.012,0.03,-0.103,-0.096,-0.069,-0.095,-0.124,0.012,-0.051
,0.012,0.032,-0.102,-0.096,-0.068,-0.094,-0.125,0.012,-0.049
,0.012,0.034,-0.1,-0.096,-0.066,-0.092,-0.127,0.012,-0.047
,0.013,0.036,-0.099,-0.096,-0.065,-0.091,-0.128,0.013,-0.045
,0.013,0.037,-0.098,-0.097,-0.063,-0.09,-0.129,0.013,-0.043
,0.013,0.039,-0.098,-0.098,-0.061,-0.089,-0.13,0.013,-0.041
,0.013,0.041,-0.097,-0.098,-0.06,-0.089,-0.131,0.013,-0.039
,0.014,0.042,-0.097,-0.099,-0.058,-0.089,-0.132,0.014,-0.037
,0.014,0.043,-0.097,-0.1,-0.056,-0.089,-0.132,0.014,-0.036
,0.015,0.044,-0.097,-0.101,-0.054,-0.089,-0.132,0.015,-0.034
,0.016,0.045,-0.097,-0.103,-0.053,-0.089,-0.132,0.016,-0.033
,0.016,0.046,-0.097,-0.104,-0.051,-0.089,-0.131,0.016,-0.032
,0.017,0.047,-0.097,-0.105,-0.05,-0.09,-0.13,0.017,-0.031
,0.018,0.047,-0.098,-0.106,-0.049,-0.09,-0.129,0.018,-0.031
,0.019,0.048,-0.098,-0.107,-0.048,-0.091,-0.128,0.019,-0.03
,0.02,0.048,-0.099,-0.108,-0.047,-0.092,-0.127,0.02,-0.03
,0.021,0.048,-0.099,-0.109,-0.046,-0.093,-0.125,0.021,-0.03
,0.022,0.047,-0.1,-0.109,-0.045,-0.093,-0.124,0.022,-0.03
,0.023,0.047,-0.1,-0.11,-0.045,-0.094,-0.122,0.023,-0.031
,0.024,0.047,-0.101,-0.11,-0.045,-0.095,-0.12,0.024,-0.031
,0.025,0.046,-0.101,-0.11,-0.045,-0.096,-0.118,0.025,-0.032
