Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10
rov trace:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,0.004,-0.001,-0.006,-0.003,-0.002,-0.001,0.003,0.004,0.005
,0.002,-0.002,-0.006,-0.003,-0.004,0,0.001,0.002,0.006
,0,-0.003,-0.005,-0.001,-0.005,-0.001,-0.001,0,0.006
,-0.001,-0.002,-0.005,0.001,-0.005,-0.002,-0.003,-0.001,0.004
,0,-0.001,-0.004,0.002,-0.003,-0.003,-0.003,0,0.001
,0.003,0.001,-0.003,0.001,0,-0.004,-0.001,0.003,-0.002
,0.006,0.003,-0.001,0.001,0.003,-0.003,0.001,0.006,-0.003
,0.008,0.005,0.002,0,0.003,0,0.002,0.008,-0.004
,0.007,0.006,0.004,0,0,0.003,0.002,0.007,-0.004
,0.004,0.006,0.005,-0.001,-0.002,0.004,0.001,0.004,-0.006
,0.001,0.006,0.004,-0.001,-0.004,0.002,-0.001,0.001,-0.008
,-0.001,0.005,0.003,-0.001,-0.004,-0.002,-0.002,-0.001,-0.01
,-0.001,0.004,0.001,0,-0.003,-0.005,-0.001,-0.001,-0.011
,0.001,0.002,-0.001,0.001,-0.002,-0.005,0,0.001,-0.01
,0.003,0,-0.001,0.004,-0.002,-0.003,0.003,0.003,-0.007
,0.005,-0.001,-0.001,0.006,-0.002,-0.001,0.005,0.005,-0.003
,0.006,0,0,0.008,-0.003,0.001,0.006,0.006,0
,0.006,0.003,0.001,0.007,-0.002,-0.001,0.008,0.006,0
,0.004,0.007,0.002,0.005,-0.001,-0.004,0.009,0.004,-0.002
,0.003,0.009,0.003,0.001,0,-0.008,0.009,0.003,-0.006
,0.003,0.009,0.002,-0.002,0.001,-0.009,0.009,0.003,-0.009
,0.004,0.006,0.001,-0.003,0.001,-0.009,0.007,0.004,-0.008
,0.004,0.004,0,-0.003,0,-0.007,0.003,0.004,-0.005
,0.005,0.004,-0.001,-0.002,-0.001,-0.005,-0.001,0.005,-0.001
,0.005,0.006,-0.001,-0.001,-0.001,-0.003,-0.003,0.005,0.003
,0.006,0.009,0,-0.001,0,-0.003,-0.002,0.006,0.004
,0.005,0.01,0.001,-0.002,0.001,-0.002,0.001,0.005,0.002
,0.003,0.009,0.002,-0.003,0.002,0,0.004,0.003,0
,0,0.007,0.003,-0.004,0.003,0.002,0.006,0,-0.002
,-0.003,0.005,0.004,-0.004,0.004,0.003,0.007,-0.003,-0.003
,-0.005,0.005,0.003,-0.004,0.004,0.003,0.006,-0.005,-0.002
,-0.005,0.007,0.002,-0.004,0.003,0.002,0.005,-0.005,-0.001
,-0.002,0.009,0,-0.004,0.001,0,0.003,-0.002,-0.002
,0.001,0.011,-0.002,-0.004,-0.001,0,0,0.001,-0.003
,0.004,0.01,-0.004,-0.005,-0.004,0.001,-0.002,0.004,-0.004
,0.005,0.007,-0.005,-0.005,-0.005,0.001,-0.004,0.005,-0.004
,0.005,0.003,-0.005,-0.005,-0.005,0.001,-0.006,0.005,-0.005
,0.005,0,-0.004,-0.005,-0.004,0,-0.005,0.005,-0.004
,0.003,-0.002,-0.002,-0.005,-0.003,-0.002,-0.004,0.003,-0.004
,0.002,-0.002,0,-0.006,-0.001,-0.003,-0.001,0.002,-0.003
,0.001,0,0.001,-0.006,-0.001,-0.002,0.001,0.001,-0.001
,0,0.001,0.002,-0.006,-0.001,0,0.002,0,0.001
,0.001,0.002,0.001,-0.004,-0.001,0.002,0.001,0.001,0.003
,0.002,0.002,0.001,-0.001,0,0.003,-0.002,0.002,0.003
,0.004,0.001,0,0.001,0.001,0.004,-0.006,0.004,0.002
,0.006,0.001,0.001,0.002,0.002,0.003,-0.008,0.006,0
,0.006,0.002,0.001,0.002,0.003,0.003,-0.008,0.006,-0.003
,0.006,0.003,0.002,0.002,0.003,0.003,-0.005,0.006,-0.004
,0.004,0.004,0.003,0.002,0.002,0.003,-0.001,0.004,-0.004
,0.003,0.003,0.004,0.003,0.001,0.003,0.003,0.003,-0.003
,0.003,-0.001,0.005,0.004,0,0.003,0.006,0.003,-0.001
,0.004,-0.005,0.006,0.004,0,0.002,0.007,0.004,-0.001
,0.004,-0.007,0.007,0.005,0.001,0.001,0.007,0.004,0
,0.003,-0.008,0.005,0.004,0.002,0.001,0.006,0.003,0
,0.001,-0.006,0.003,0.003,0.003,0.002,0.006,0.001,0.001
,-0.001,-0.003,0,0.003,0.003,0.003,0.006,-0.001,0.003
,-0.002,-0.001,-0.003,0.002,0.003,0.004,0.006,-0.002,0.003
,-0.001,0,-0.004,0.002,0.003,0.006,0.006,-0.001,0.003
,0.001,-0.001,-0.002,0.003,0.002,0.007,0.005,0.001,0.002
,0.002,-0.003,0.002,0.004,0.002,0.007,0.003,0.002,0.001
,0.002,-0.004,0.005,0.004,0.001,0.008,0.001,0.002,0.001
,0.001,-0.005,0.007,0.004,0,0.009,0,0.001,0.002
,-0.001,-0.004,0.006,0.003,0,0.008,-0.001,-0.001,0.003
,-0.001,-0.003,0.003,0.001,0,0.006,-0.001,-0.001,0.004
,0,-0.003,-0.001,0.001,0.001,0.002,0,0,0.005
,0.002,-0.003,-0.003,0.002,0.004,-0.002,0,0.002,0.005
,0.003,-0.004,-0.002,0.005,0.006,-0.006,0.001,0.003,0.003
,0.003,-0.005,0.002,0.009,0.007,-0.006,0.001,0.003,0.002
,0.001,-0.006,0.006,0.011,0.006,-0.005,0.001,0.001,0
,-0.001,-0.006,0.007,0.01,0.002,-0.002,0,-0.001,-0.001
,-0.002,-0.004,0.006,0.006,-0.003,0.001,-0.001,-0.002,-0.001
,-0.001,-0.003,0.002,0.002,-0.007,0.002,-0.002,-0.001,0
,0,-0.003,-0.002,-0.001,-0.007,0.002,-0.003,0,0
,0.001,-0.003,-0.003,-0.001,-0.005,-0.001,-0.001,0.001,0
,0,-0.003,-0.001,0.002,-0.002,-0.003,0.002,0,0.001
,-0.002,-0.003,0.002,0.006,0.001,-0.005,0.005,-0.002,0.003
,-0.003,-0.001,0.004,0.008,0.003,-0.004,0.006,-0.003,0.006
,-0.004,0.001,0.003,0.007,0.002,-0.003,0.006,-0.004,0.009
,-0.003,0.002,-0.001,0.003,0.001,0,0.003,-0.003,0.01
,-0.001,0.001,-0.006,-0.001,-0.001,0.001,0.001,-0.001,0.01
,0,-0.001,-0.009,-0.004,-0.002,0.001,0,0,0.007
,0,-0.004,-0.008,-0.003,-0.002,0,0.001,0,0.004
,-0.001,-0.006,-0.005,-0.002,-0.001,-0.001,0.002,-0.001,0.002
,-0.003,-0.006,-0.002,0,0,-0.001,0.003,-0.003,0.001
,-0.004,-0.004,0.001,0.001,0.001,0,0.003,-0.004,0
,-0.005,-0.001,0.001,0.001,0.001,0.002,0.002,-0.005,0
,-0.004,0.002,0.001,0,0.001,0.003,0,-0.004,0.001
,-0.003,0.003,0,0,0,0.002,-0.001,-0.003,0.002
,-0.002,0.003,0,0.001,0,0,-0.002,-0.002,0.002
,-0.001,0.001,0,0.003,0,-0.002,-0.002,-0.001,0.002
,-0.001,-0.001,-0.001,0.004,0.002,-0.002,-0.002,-0.001,0.001
,-0.001,-0.002,-0.001,0.003,0.004,-0.001,-0.003,-0.001,0
,0,-0.003,0,0.002,0.005,0.001,-0.003,0,0.001
,0.002,-0.003,0.002,0.001,0.005,0.002,-0.002,0.002,0.002
,0.004,-0.001,0.005,0.001,0.004,0.001,-0.001,0.004,0.004
,0.007,0.002,0.008,0.003,0.002,-0.001,0,0.007,0.005
,0.008,0.004,0.009,0.004,0.001,-0.002,0,0.008,0.004
,0.008,0.005,0.009,0.004,0.001,-0.002,-0.002,0.008,0.002
,0.006,0.004,0.008,0.001,0.002,0,-0.002,0.006,0
,0.004,0.002,0.005,-0.002,0.004,0.003,-0.002,0.004,-0.001
,0.002,0.001,0.002,-0.005,0.005,0.005,0,0.002,-0.001
,0.001,0.001,-0.002,-0.005,0.005,0.005,0.003,0.001,0.001
,0.001,0.003,-0.004,-0.004,0.004,0.003,0.006,0.001,0.002
,0.001,0.006,-0.005,-0.001,0.002,0,0.005,0.001,0.004
,0.001,0.008,-0.003,0,0.002,-0.001,0.002,0.001,0.004
,0.002,0.007,0,-0.001,0.001,0,-0.003,0.002,0.003
,0.002,0.006,0.003,-0.005,0.001,0.002,-0.007,0.002,0.003
,0.003,0.006,0.006,-0.009,0.001,0.005,-0.01,0.003,0.003
,0.003,0.007,0.006,-0.011,0,0.006,-0.01,0.003,0.002
,0.003,0.009,0.004,-0.009,-0.002,0.005,-0.008,0.003,0.001
,0.003,0.012,0.002,-0.005,-0.004,0.003,-0.005,0.003,0
,0.003,0.014,0.001,0.001,-0.005,0.001,-0.002,0.003,0
,0.003,0.013,0.001,0.006,-0.005,0,0,0.003,0.001
,0.002,0.009,0.002,0.008,-0.004,0.002,0.001,0.002,0.003
,0,0.004,0.003,0.007,-0.001,0.004,0.001,0,0.005
,-0.002,0.002,0.002,0.004,0.001,0.005,0.001,-0.002,0.006
,-0.005,0.002,0,0,0.001,0.004,0.001,-0.005,0.005
,-0.008,0.006,-0.002,-0.002,0.001,0,0.002,-0.008,0.003
,-0.008,0.011,-0.004,-0.003,0,-0.004,0.003,-0.008,0
,-0.006,0.015,-0.003,-0.001,0,-0.007,0.004,-0.006,-0.001
,-0.003,0.016,-0.001,0,0.001,-0.007,0.003,-0.003,0
,0.001,0.015,0.001,0,0.002,-0.005,0.001,0.001,0.002
,0.002,0.014,0.001,-0.001,0.003,-0.002,0,0.002,0.003
,0.001,0.014,0,-0.003,0.003,0,0,0.001,0.003
,-0.002,0.016,-0.002,-0.005,0.002,0,0.001,-0.002,0.001
,-0.006,0.017,-0.003,-0.006,0.003,-0.001,0.003,-0.006,-0.001
,-0.009,0.018,-0.001,-0.005,0.003,-0.003,0.004,-0.009,-0.002
,-0.01,0.018,0.001,-0.003,0.004,-0.002,0.004,-0.01,-0.001
,-0.009,0.018,0.004,-0.001,0.005,0,0.002,-0.009,0.002
,-0.008,0.019,0.004,0.001,0.006,0.002,-0.001,-0.008,0.004
,-0.007,0.023,0.002,0.003,0.006,0.004,-0.002,-0.007,0.006
,-0.007,0.027,0.001,0.006,0.006,0.004,-0.001,-0.007,0.006
,-0.008,0.031,-0.001,0.008,0.006,0.002,0.002,-0.008,0.006
,-0.008,0.033,0,0.01,0.005,0.001,0.005,-0.008,0.005
,-0.007,0.035,0.001,0.009,0.004,0.001,0.007,-0.007,0.004
,-0.004,0.036,0.003,0.007,0.003,0.003,0.007,-0.004,0.002
,0,0.039,0.004,0.004,0.003,0.005,0.005,0,0
,0.003,0.042,0.004,0.001,0.003,0.007,0.002,0.003,-0.001
,0.003,0.045,0.005,-0.001,0.003,0.008,-0.001,0.003,-0.001
,0.001,0.046,0.005,0,0.003,0.007,-0.004,0.001,0.001
,-0.003,0.046,0.005,0.001,0.004,0.005,-0.005,-0.003,0.004
,-0.005,0.044,0.003,0.001,0.005,0.003,-0.006,-0.005,0.007
,-0.005,0.042,0.002,0.001,0.006,0.002,-0.005,-0.005,0.009
,-0.002,0.04,0.001,0.001,0.006,0.002,-0.005,-0.002,0.008
,0.001,0.038,0.001,0,0.005,0.002,-0.004,0.001,0.004
,0.004,0.034,0.002,0,0.003,0.003,-0.003,0.004,0.001
,0.006,0.029,0.003,0,0.001,0.003,-0.002,0.006,-0.001
,0.007,0.02,0.004,0.001,0.001,0.002,-0.001,0.007,-0.002
,0.007,0.011,0.003,0.003,0.001,0.002,0,0.007,0
,0.005,0.001,0.002,0.004,0.002,0.002,0.001,0.005,0.002
,0.002,-0.006,0,0.005,0.002,0.002,0.002,0.002,0.004
,-0.001,-0.012,-0.001,0.005,0.001,0.002,0.002,-0.001,0.004
,-0.002,-0.018,-0.001,0.004,0,0.002,0.001,-0.002,0.003
,-0.002,-0.023,0,0.002,-0.001,0.002,0,-0.002,0.002
,0,-0.029,0.001,-0.001,-0.002,0.002,0,0,0.001
,0.002,-0.034,0,-0.002,-0.002,0.002,0,0.002,0.001
,0.002,-0.038,-0.003,-0.002,-0.001,0.001,0.001,0.002,0.001
,0,-0.039,-0.007,-0.001,0,0.001,0.002,0,0.002
,-0.004,-0.039,-0.01,0,0.001,0,0.001,-0.004,0.003
,-0.007,-0.039,-0.01,0.002,0,-0.001,0,-0.007,0.003
,-0.008,-0.04,-0.007,0.003,-0.001,-0.001,-0.001,-0.008,0.003
,-0.007,-0.042,-0.003,0.004,-0.001,0,-0.001,-0.007,0.002
,-0.004,-0.044,0.001,0.003,0,0.001,0,-0.004,0
,-0.001,-0.047,0.001,0.002,0.003,0.002,0.001,-0.001,-0.003
,0,-0.049,-0.001,0,0.005,0.001,0.001,0,-0.004
,0,-0.05,-0.003,-0.001,0.005,0,-0.002,0,-0.004
,-0.002,-0.049,-0.005,-0.002,0.004,-0.002,-0.005,-0.002,-0.002
,-0.004,-0.047,-0.004,-0.002,0.002,-0.002,-0.008,-0.004,-0.001
,-0.006,-0.044,-0.002,-0.002,0.001,-0.001,-0.008,-0.006,0
,-0.007,-0.043,0.001,-0.001,0.001,0,-0.004,-0.007,-0.001
,-0.006,-0.042,0.002,-0.002,0.002,0,0.001,-0.006,-0.003
,-0.005,-0.042,0.002,-0.002,0.001,-0.002,0.006,-0.005,-0.004
,-0.004,-0.039,0.001,-0.002,0,-0.004,0.009,-0.004,-0.003
,-0.002,-0.035,0,-0.001,-0.003,-0.006,0.008,-0.002,0
,-0.002,-0.03,0,0,-0.005,-0.005,0.005,-0.002,0.002
,-0.002,-0.026,0.001,0.001,-0.007,-0.002,0.002,-0.002,0.002
,-0.002,-0.025,0.003,0,-0.007,0.001,0.001,-0.002,0
,-0.003,-0.025,0.004,-0.001,-0.007,0.003,0.001,-0.003,-0.002
,-0.003,-0.025,0.004,-0.001,-0.007,0.002,0.001,-0.003,-0.004
,-0.004,-0.024,0.001,0,-0.007,0,0,-0.004,-0.005
,-0.004,-0.022,-0.002,0.002,-0.007,-0.002,-0.001,-0.004,-0.004
,-0.005,-0.019,-0.005,0.003,-0.007,-0.003,-0.003,-0.005,-0.003
,-0.005,-0.016,-0.005,0.002,-0.005,-0.003,-0.004,-0.005,-0.001
,-0.004,-0.014,-0.005,-0.001,-0.003,-0.002,-0.003,-0.004,0.001
,-0.003,-0.013,-0.004,-0.004,-0.002,0,-0.001,-0.003,0.003
,-0.002,-0.013,-0.003,-0.006,-0.001,0,0.001,-0.002,0.004
,-0.001,-0.012,-0.003,-0.005,-0.002,-0.001,0.001,-0.001,0.004
,-0.001,-0.012,-0.004,-0.003,-0.004,-0.002,0,-0.001,0.002
,-0.002,-0.01,-0.004,0,-0.004,-0.004,-0.002,-0.002,-0.001
,-0.003,-0.008,-0.002,0.002,-0.002,-0.004,-0.004,-0.003,-0.003
,-0.003,-0.005,0,0.002,0.002,-0.003,-0.004,-0.003,-0.003
,-0.004,-0.003,0.003,0.001,0.006,-0.001,-0.004,-0.004,-0.003
,-0.004,-0.002,0.006,0,0.009,0.001,-0.004,-0.004,-0.003
,-0.004,-0.001,0.006,-0.002,0.01,0.002,-0.004,-0.004,-0.003
,-0.004,0,0.004,-0.002,0.008,0.002,-0.004,-0.004,-0.005
,-0.004,0.001,0.001,-0.003,0.004,0,-0.002,-0.004,-0.006
,-0.004,0.002,-0.002,-0.002,0,-0.002,0.002,-0.004,-0.006
,-0.003,0.004,-0.003,-0.002,-0.002,-0.003,0.005,-0.003,-0.004
,-0.003,0.005,-0.003,-0.001,-0.002,-0.004,0.007,-0.003,-0.002
,-0.003,0.005,-0.002,0,-0.002,-0.003,0.006,-0.003,0.001
,-0.003,0.004,-0.002,0.002,-0.002,-0.001,0.002,-0.003,0.001
,-0.004,0.002,-0.003,0.004,-0.003,0.001,-0.001,-0.004,0
,-0.004,0.001,-0.005,0.005,-0.004,0.002,-0.003,-0.004,-0.003
,-0.002,0.001,-0.006,0.005,-0.006,0.002,-0.003,-0.002,-0.005
,0,0.002,-0.004,0.003,-0.007,0.002,-0.002,0,-0.006
,0.002,0.003,0,0,-0.007,0.001,-0.001,0.002,-0.005
,0.004,0.004,0.004,-0.002,-0.006,0.001,-0.003,0.004,-0.003
,0.004,0.004,0.005,-0.002,-0.005,0.001,-0.005,0.004,-0.001
,0.003,0.004,0.004,-0.002,-0.004,0,-0.006,0.003,0
,0.002,0.003,0.001,-0.001,-0.003,0,-0.005,0.002,0
,0.002,0.004,-0.001,-0.001,-0.002,-0.001,-0.002,0.002,-0.001
,0.003,0.004,-0.001,-0.001,0,-0.002,0.002,0.003,-0.002
,0.004,0.003,0.002,-0.001,0.002,-0.002,0.005,0.004,-0.002
,0.004,0.002,0.006,-0.001,0.003,-0.002,0.006,0.004,-0.002
,0.002,0,0.006,0,0.002,-0.001,0.006,0.002,-0.001
,-0.001,-0.001,0.004,0.001,0.001,0,0.004,-0.001,-0.001
,-0.004,-0.001,0,0.001,0,0.001,0.003,-0.004,0
,-0.006,0,-0.004,0.001,0,0.001,0.004,-0.006,-0.001
,-0.006,0.001,-0.004,0,0.001,0.001,0.005,-0.006,-0.002
,-0.004,0.003,-0.002,-0.001,0.002,-0.001,0.007,-0.004,-0.002
,-0.001,0.004,0.003,-0.003,0.001,-0.001,0.007,-0.001,-0.001
,0.002,0.004,0.006,-0.004,-0.001,-0.001,0.005,0.002,0.001
,0.004,0.002,0.006,-0.005,-0.004,0,0.002,0.004,0.002
,0.005,0,0.005,-0.006,-0.005,0.003,-0.002,0.005,0.002
,0.006,-0.003,0.003,-0.006,-0.004,0.005,-0.004,0.006,0.001
,0.006,-0.004,0.001,-0.005,0,0.006,-0.003,0.006,-0.001
,0.005,-0.004,0,-0.004,0.005,0.005,0,0.005,-0.001
,0.004,-0.003,0,-0.001,0.009,0.001,0.002,0.004,0
,0.004,-0.001,-0.001,0.001,0.009,-0.003,0.003,0.004,0.003
,0.003,0,-0.003,0.003,0.006,-0.006,0.001,0.003,0.005
,0.003,0,-0.004,0.005,0.001,-0.006,0,0.003,0.006
,0.004,0,-0.004,0.005,-0.001,-0.003,-0.001,0.004,0.006
,0.003,0,-0.002,0.004,-0.001,0,-0.001,0.003,0.004
,0.003,-0.001,0,0.003,0.001,0.003,0.001,0.003,0.002
,0.002,0,0.002,0.001,0.003,0.004,0.002,0.002,0.001
,0.002,0.001,0.002,0.001,0.004,0.004,0.003,0.002,0
,0.003,0.002,0,0,0.003,0.003,0.002,0.003,0
,0.004,0.003,-0.001,0,0.001,0.002,0.001,0.004,0.001
,0.005,0.004,-0.002,0,-0.002,0.003,0,0.005,0.001
,0.005,0.003,-0.002,0,-0.003,0.004,0,0.005,0.001
,0.005,0.001,-0.001,0,-0.004,0.005,0.001,0.005,0
,0.005,0,0,0.001,-0.005,0.004,0.002,0.005,0
,0.003,0,0.001,0.001,-0.006,0.002,0.002,0.003,0.001
,0.002,0,0.002,0.002,-0.006,-0.002,0.001,0.002,0.001
,0.001,0.001,0.002,0.002,-0.006,-0.006,0,0.001,0.001
,0.001,0,0.003,0.001,-0.005,-0.007,-0.001,0.001,0.001
,0.001,-0.001,0.003,0.001,-0.004,-0.006,-0.002,0.001,0.001
,0.002,-0.002,0.003,0.001,-0.002,-0.002,-0.001,0.002,0.001
spare3 trace:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,-0.005,-0.002,-0.027,0.088,-0.001,-0.011,0.002,-0.005,-0.002
,-0.01,-0.003,-0.025,0.103,-0.001,-0.01,0,-0.01,-0.001
,-0.016,-0.003,-0.024,0.117,-0.004,-0.01,-0.002,-0.016,0
,-0.024,-0.002,-0.023,0.129,-0.007,-0.01,-0.003,-0.024,0
,-0.03,0,-0.022,0.14,-0.011,-0.01,-0.002,-0.03,-0.001
,-0.033,0.001,-0.022,0.147,-0.014,-0.009,0,-0.033,-0.002
,-0.033,0.002,-0.021,0.151,-0.015,-0.007,0.003,-0.033,-0.002
,-0.03,0.002,-0.02,0.151,-0.016,-0.006,0.005,-0.03,-0.001
,-0.028,0.001,-0.019,0.148,-0.017,-0.005,0.005,-0.028,0.001
,-0.029,0,-0.016,0.143,-0.019,-0.005,0.002,-0.029,0.003
,-0.031,-0.001,-0.012,0.135,-0.021,-0.005,-0.002,-0.031,0.004
,-0.033,-0.001,-0.008,0.126,-0.024,-0.005,-0.005,-0.033,0.004
,-0.033,-0.002,-0.006,0.116,-0.027,-0.003,-0.005,-0.033,0.003
,-0.027,-0.003,-0.005,0.106,-0.029,-0.001,-0.001,-0.027,0.003
,-0.016,-0.004,-0.006,0.095,-0.031,0.001,0.005,-0.016,0.004
,-0.001,-0.006,-0.007,0.085,-0.034,0.003,0.011,-0.001,0.006
,0.016,-0.006,-0.007,0.073,-0.036,0.004,0.015,0.016,0.008
,0.033,-0.004,-0.006,0.06,-0.039,0.005,0.017,0.033,0.009
,0.05,-0.001,-0.005,0.047,-0.042,0.005,0.017,0.05,0.01
,0.068,0.002,-0.003,0.035,-0.044,0.005,0.017,0.068,0.01
,0.085,0.004,-0.001,0.025,-0.044,0.006,0.017,0.085,0.008
,0.101,0.003,0.001,0.017,-0.042,0.006,0.018,0.101,0.006
,0.112,0,0.003,0.011,-0.039,0.006,0.021,0.112,0.003
,0.12,-0.001,0.005,0.005,-0.035,0.005,0.023,0.12,0
,0.123,-0.001,0.005,-0.002,-0.032,0.003,0.024,0.123,-0.002
,0.125,0.001,0.004,-0.009,-0.031,0.002,0.025,0.125,-0.003
,0.127,0.003,0.002,-0.016,-0.032,0.001,0.024,0.127,-0.003
,0.129,0.003,0.001,-0.021,-0.034,0.001,0.023,0.129,-0.003
,0.13,0.001,0.002,-0.023,-0.037,0.001,0.022,0.13,-0.003
,0.127,-0.001,0.004,-0.023,-0.039,0.001,0.021,0.127,-0.003
,0.121,-0.001,0.006,-0.02,-0.04,0.001,0.021,0.121,-0.003
,0.112,0,0.007,-0.018,-0.039,0.001,0.021,0.112,-0.003
,0.101,0,0.007,-0.017,-0.036,0.001,0.021,0.101,-0.003
,0.09,0,0.005,-0.018,-0.033,0,0.021,0.09,-0.003
,0.08,-0.001,0.004,-0.02,-0.028,0,0.022,0.08,-0.005
,0.07,-0.003,0.005,-0.022,-0.024,-0.001,0.023,0.07,-0.007
,0.058,-0.003,0.005,-0.024,-0.02,-0.002,0.023,0.058,-0.009
,0.045,-0.001,0.006,-0.024,-0.018,-0.002,0.023,0.045,-0.009
,0.032,0.001,0.005,-0.025,-0.019,-0.001,0.023,0.032,-0.008
,0.022,0.002,0.002,-0.026,-0.024,-0.002,0.023,0.022,-0.006
,0.014,0.004,-0.001,-0.028,-0.031,-0.003,0.022,0.014,-0.005
,0.008,0.004,-0.003,-0.03,-0.04,-0.004,0.019,0.008,-0.005
,0.004,0.004,-0.005,-0.03,-0.049,-0.005,0.017,0.004,-0.007
,0,0.004,-0.006,-0.028,-0.055,-0.005,0.014,0,-0.007
,-0.004,0.002,-0.006,-0.026,-0.059,-0.003,0.013,-0.004,-0.005
,-0.009,0,-0.004,-0.024,-0.061,0,0.013,-0.009,0
,-0.014,-0.001,0,-0.022,-0.06,0.001,0.015,-0.014,0.007
,-0.018,0,0.003,-0.022,-0.058,0.002,0.017,-0.018,0.011
,-0.023,0,0.004,-0.021,-0.056,0.001,0.019,-0.023,0.013
,-0.028,-0.001,0.003,-0.021,-0.052,0.001,0.02,-0.028,0.012
,-0.031,-0.003,-0.001,-0.02,-0.05,0.001,0.02,-0.031,0.009
,-0.033,-0.007,-0.006,-0.019,-0.049,0.002,0.019,-0.033,0.005
,-0.033,-0.01,-0.01,-0.018,-0.05,0.003,0.018,-0.033,0.003
,-0.03,-0.011,-0.011,-0.016,-0.051,0.005,0.016,-0.03,0.002
,-0.025,-0.01,-0.009,-0.014,-0.049,0.006,0.015,-0.025,0.002
,-0.022,-0.008,-0.006,-0.011,-0.044,0.005,0.013,-0.022,0.002
,-0.02,-0.006,-0.004,-0.008,-0.034,0.003,0.013,-0.02,0.004
,-0.021,-0.004,-0.003,-0.005,-0.024,0.001,0.014,-0.021,0.005
,-0.024,-0.004,-0.003,-0.003,-0.015,-0.001,0.017,-0.024,0.006
,-0.028,-0.004,-0.002,-0.002,-0.01,-0.001,0.018,-0.028,0.007
,-0.03,-0.004,-0.001,0,-0.011,0,0.019,-0.03,0.008
,-0.032,-0.003,0.001,0,-0.016,0.002,0.019,-0.032,0.008
,-0.032,-0.004,0.003,-0.001,-0.024,0.003,0.019,-0.032,0.008
,-0.031,-0.005,0.003,-0.002,-0.03,0.004,0.018,-0.031,0.006
,-0.03,-0.005,0.002,-0.002,-0.034,0.004,0.017,-0.03,0.002
,-0.028,-0.005,0,-0.001,-0.034,0.005,0.017,-0.028,-0.003
,-0.026,-0.003,-0.001,0.002,-0.031,0.005,0.016,-0.026,-0.007
,-0.024,0.001,-0.001,0.005,-0.027,0.005,0.016,-0.024,-0.008
,-0.02,0.004,0.001,0.006,-0.021,0.004,0.016,-0.02,-0.008
,-0.016,0.007,0.004,0.006,-0.016,0.002,0.015,-0.016,-0.006
,-0.012,0.006,0.005,0.004,-0.011,0,0.014,-0.012,-0.005
,-0.009,0.004,0.006,0.002,-0.006,-0.002,0.012,-0.009,-0.004
,-0.008,0.001,0.006,0.002,0,-0.003,0.009,-0.008,-0.004
,-0.008,0,0.005,0.003,0.009,-0.004,0.005,-0.008,-0.004
,-0.009,0,0.005,0.006,0.021,-0.003,0.001,-0.009,-0.004
,-0.008,0.002,0.005,0.008,0.036,-0.002,-0.002,-0.008,-0.003
,-0.006,0.004,0.004,0.009,0.055,-0.001,-0.004,-0.006,-0.004
,-0.004,0.003,0.002,0.008,0.074,-0.001,-0.005,-0.004,-0.004
,-0.001,0.002,-0.001,0.006,0.094,-0.002,-0.004,-0.001,-0.006
,0,0,-0.002,0.004,0.112,-0.003,-0.002,0,-0.006
,0.001,0,-0.002,0.002,0.126,-0.004,0,0.001,-0.006
,0.001,0.002,0.001,0,0.137,-0.004,0.002,0.001,-0.005
,0.002,0.004,0.005,-0.002,0.145,-0.003,0.003,0.002,-0.004
,0.004,0.005,0.007,-0.003,0.149,-0.002,0.003,0.004,-0.002
,0.006,0.003,0.006,-0.004,0.152,-0.001,0.001,0.006,0
,0.009,0,0.001,-0.003,0.152,-0.001,-0.003,0.009,0.002
,0.011,-0.003,-0.005,-0.002,0.149,-0.002,-0.006,0.011,0.003
,0.01,-0.005,-0.01,0,0.143,-0.004,-0.01,0.01,0.005
,0.007,-0.004,-0.011,0.001,0.133,-0.004,-0.012,0.007,0.006
,0.004,-0.001,-0.009,0,0.122,-0.004,-0.013,0.004,0.006
,0.002,0.001,-0.006,-0.002,0.11,-0.002,-0.015,0.002,0.005
,0.001,0.002,-0.003,-0.005,0.098,-0.001,-0.019,0.001,0.003
,0.002,0.001,-0.001,-0.008,0.086,0.001,-0.023,0.002,0.002
,0.004,-0.002,0.001,-0.009,0.074,0.001,-0.027,0.004,0.002
,0.004,-0.004,0.002,-0.007,0.061,0.002,-0.027,0.004,0.004
,0.004,-0.005,0.003,-0.004,0.048,0.002,-0.024,0.004,0.008
,0.003,-0.005,0.004,-0.001,0.036,0.001,-0.019,0.003,0.01
,0.001,-0.005,0.004,0.001,0.024,0,-0.015,0.001,0.01
,0,-0.005,0.003,0.001,0.013,0,-0.017,0,0.007
,-0.001,-0.006,0.001,0,0.002,-0.001,-0.022,-0.001,0.003
,-0.003,-0.008,0.001,-0.002,-0.008,0,-0.029,-0.003,-0.001
,-0.005,-0.008,0,-0.002,-0.016,0.001,-0.035,-0.005,-0.002
,-0.008,-0.006,0,-0.001,-0.021,0.002,-0.037,-0.008,-0.001
,-0.01,-0.004,-0.001,0.001,-0.022,0.003,-0.038,-0.01,0.001
,-0.01,-0.001,-0.002,0.003,-0.02,0.004,-0.039,-0.01,0.003
