Var1,Var2,Var3,Var4
,0.006,0.03,0.03
,0.007,0.032,0.032
,0.009,0.034,0.034
,0.01,0.035,0.035
,0.012,0.037,0.037
,0.014,0.039,0.039
,0.015,0.04,0.04
,0.017,0.042,0.042
,0.018,0.044,0.044
,0.02,0.045,0.045
,0.022,0.047,0.047
,0.023,0.049,0.049
,0.025,0.05,0.05
,0.026,0.052,0.052
,0.028,0.053,0.053
,0.029,0.055,0.055
,0.031,0.056,0.056
,0.032,0.058,0.058
,0.034,0.059,0.059
,0.035,0.06,0.06
,0.037,0.062,0.062
,0.038,0.063,0.063
,0.04,0.064,0.064
,0.041,0.065,0.065
,0.042,0.066,0.066
,0.044,0.068,0.068
,0.045,0.069,0.069
,0.046,0.07,0.07
,0.048,0.071,0.071
,0.049,0.072,0.072
,0.05,0.073,0.073
,0.052,0.074,0.074
,0.053,0.075,0.075
,0.054,0.076,0.076
,0.056,0.077,0.077
,0.057,0.078,0.078
,0.059,0.079,0.079
,0.06,0.08,0.08
,0.062,0.081,0.081
,0.064,0.082,0.082
,0.065,0.083,0.083
,0.067,0.085,0.085
,0.069,0.086,0.086
,0.071,0.087,0.087
,0.073,0.088,0.088
,0.075,0.089,0.089
,0.077,0.091,0.091
,0.079,0.092,0.092
,0.08,0.093,0.093
,0.082,0.094,0.094
,0.084,0.095,0.095
,0.086,0.096,0.096
,0.088,0.097,0.097
,0.09,0.099,0.099
,0.092,0.1,0.1
,0.094,0.1,0.1
,0.095,0.101,0.101
,0.097,0.102,0.102
,0.098,0.103,0.103
,0.1,0.104,0.104
,0.101,0.104,0.104
,0.102,0.105,0.105
,0.103,0.105,0.105
,0.104,0.105,0.105
,0.105,0.106,0.106
,0.106,0.106,0.106
,0.106,0.106,0.106
,0.107,0.106,0.106
,0.107,0.106,0.106
,0.107,0.106,0.106
,0.108,0.105,0.105
,0.108,0.105,0.105
,0.108,0.105,0.105
,0.108,0.105,0.105
,0.108,0.104,0.104
,0.108,0.104,0.104
,0.108,0.104,0.104
,0.108,0.103,0.103
,0.107,0.103,0.103
,0.107,0.102,0.102
,0.107,0.102,0.102
,0.107,0.102,0.102
,0.106,0.101,0.101
,0.106,0.101,0.101
,0.106,0.101,0.101
,0.105,0.101,0.101
,0.105,0.1,0.1
,0.105,0.1,0.1
,0.104,0.099,0.099
,0.104,0.099,0.099
,0.104,0.099,0.099
,0.103,0.098,0.098
,0.103,0.098,0.098
,0.102,0.097,0.097
,0.101,0.096,0.096
,0.101,0.096,0.096
,0.1,0.095,0.095
,0.099,0.094,0.094
,0.098,0.093,0.093
,0.097,0.092,0.092
,0.096,0.091,0.091
,0.094,0.09,0.09
,0.093,0.088,0.088
,0.092,0.087,0.087
,0.09,0.085,0.085
,0.088,0.084,0.084
,0.086,0.082,0.082
,0.084,0.08,0.08
,0.082,0.078,0.078
,0.08,0.077,0.077
,0.078,0.075,0.075
,0.076,0.073,0.073
,0.073,0.071,0.071
,0.071,0.069,0.069
,0.068,0.066,0.066
,0.066,0.064,0.064
,0.063,0.062,0.062
,0.061,0.06,0.06
,0.058,0.058,0.058
,0.055,0.056,0.056
,0.053,0.054,0.054
,0.05,0.052,0.052
,0.048,0.05,0.05
,0.045,0.048,0.048
,0.043,0.046,0.046
,0.04,0.044,0.044
,0.038,0.042,0.042
,0.036,0.04,0.04
,0.033,0.038,0.038
,0.031,0.037,0.037
,0.029,0.035,0.035
,0.026,0.033,0.033
,0.024,0.031,0.031
,0.022,0.03,0.03
,0.02,0.028,0.028
,0.018,0.026,0.026
,0.015,0.024,0.024
,0.013,0.023,0.023
,0.011,0.021,0.021
,0.009,0.019,0.019
,0.007,0.017,0.017
,0.004,0.016,0.016
,0.002,0.014,0.014
,0,0.012,0.012
,-0.003,0.01,0.01
,-0.005,0.008,0.008
,-0.007,0.006,0.006
,-0.01,0.004,0.004
,-0.012,0.002,0.002
,-0.014,-0.001,-0.001
,-0.017,-0.003,-0.003
,-0.019,-0.005,-0.005
,-0.022,-0.008,-0.008
,-0.024,-0.01,-0.01
,-0.026,-0.012,-0.012
,-0.029,-0.015,-0.015
,-0.031,-0.017,-0.017
,-0.033,-0.02,-0.02
,-0.036,-0.022,-0.022
,-0.038,-0.024,-0.024
,-0.04,-0.027,-0.027
,-0.042,-0.029,-0.029
,-0.044,-0.032,-0.032
,-0.046,-0.034,-0.034
,-0.048,-0.036,-0.036
,-0.05,-0.038,-0.038
,-0.052,-0.041,-0.041
,-0.054,-0.043,-0.043
,-0.056,-0.045,-0.045
,-0.058,-0.047,-0.047
,-0.06,-0.049,-0.049
,-0.061,-0.051,-0.051
,-0.063,-0.052,-0.052
,-0.065,-0.054,-0.054
,-0.067,-0.056,-0.056
,-0.068,-0.057,-0.057
,-0.07,-0.059,-0.059
,-0.072,-0.061,-0.061
,-0.074,-0.062,-0.062
,-0.075,-0.064,-0.064
,-0.077,-0.065,-0.065
,-0.079,-0.066,-0.066
,-0.08,-0.068,-0.068
,-0.082,-0.069,-0.069
,-0.084,-0.071,-0.071
,-0.085,-0.072,-0.072
,-0.087,-0.073,-0.073
,-0.089,-0.075,-0.075
,-0.09,-0.076,-0.076
,-0.092,-0.078,-0.078
,-0.093,-0.079,-0.079
,-0.095,-0.081,-0.081
,-0.096,-0.082,-0.082
,-0.098,-0.083,-0.083
,-0.099,-0.085,-0.085
,-0.101,-0.086,-0.086
,-0.102,-0.088,-0.088
,-0.103,-0.089,-0.089
,-0.105,-0.09,-0.09
,-0.106,-0.092,-0.092
,-0.107,-0.093,-0.093
,-0.108,-0.094,-0.094
,-0.109,-0.096,-0.096
,-0.111,-0.097,-0.097
,-0.112,-0.098,-0.098
,-0.113,-0.099,-0.099
,-0.114,-0.1,-0.1
,-0.115,-0.101,-0.101
,-0.116,-0.102,-0.102
,-0.117,-0.103,-0.103
,-0.117,-0.104,-0.104
,-0.118,-0.105,-0.105
,-0.119,-0.106,-0.106
,-0.12,-0.106,-0.106
,-0.121,-0.107,-0.107
,-0.122,-0.107,-0.107
,-0.123,-0.108,-0.108
,-0.124,-0.109,-0.109
,-0.125,-0.109,-0.109
,-0.126,-0.109,-0.109
,-0.127,-0.11,-0.11
,-0.128,-0.11,-0.11
,-0.129,-0.111,-0.111
,-0.13,-0.111,-0.111
,-0.131,-0.111,-0.111
,-0.132,-0.112,-0.112
,-0.133,-0.112,-0.112
,-0.134,-0.113,-0.113
,-0.135,-0.113,-0.113
,-0.136,-0.113,-0.113
,-0.137,-0.114,-0.114
,-0.139,-0.114,-0.114
,-0.14,-0.115,-0.115
,-0.141,-0.115,-0.115
,-0.142,-0.115,-0.115
,-0.143,-0.116,-0.116
,-0.145,-0.116,-0.116
,-0.146,-0.117,-0.117
,-0.147,-0.117,-0.117
,-0.148,-0.118,-0.118
,-0.149,-0.118,-0.118
,-0.15,-0.119,-0.119
,-0.151,-0.12,-0.12
,-0.152,-0.12,-0.12
,-0.153,-0.121,-0.121
,-0.154,-0.121,-0.121
,-0.155,-0.122,-0.122
,-0.155,-0.122,-0.122
,-0.156,-0.123,-0.123
,-0.156,-0.124,-0.124
,-0.157,-0.124,-0.124
,-0.157,-0.125,-0.125
,-0.158,-0.125,-0.125
,-0.158,-0.126,-0.126
,-0.159,-0.126,-0.126
,-0.159,-0.127,-0.127
,-0.159,-0.127,-0.127
,-0.159,-0.127,-0.127
,-0.16,-0.128,-0.128
,-0.16,-0.128,-0.128
,-0.16,-0.128,-0.128
,-0.16,-0.129,-0.129
,-0.16,-0.129,-0.129
,-0.16,-0.129,-0.129
,-0.161,-0.129,-0.129
,-0.161,-0.129,-0.129
,-0.161,-0.13,-0.13
,-0.161,-0.13,-0.13
,-0.162,-0.13,-0.13
,-0.162,-0.13,-0.13
,-0.162,-0.13,-0.13
,-0.163,-0.13,-0.13
,-0.163,-0.13,-0.13
,-0.163,-0.13,-0.13
,-0.164,-0.13,-0.13
,-0.164,-0.13,-0.13
,-0.165,-0.131,-0.131
,-0.165,-0.131,-0.131
,-0.166,-0.131,-0.131
,-0.166,-0.131,-0.131
,-0.167,-0.131,-0.131
,-0.167,-0.132,-0.132
,-0.168,-0.132,-0.132
,-0.168,-0.132,-0.132
,-0.169,-0.133,-0.133
,-0.169,-0.133,-0.133
,-0.17,-0.134,-0.134
,-0.17,-0.134,-0.134
,-0.171,-0.134,-0.134
,-0.171,-0.135,-0.135
,-0.172,-0.136,-0.136
,-0.172,-0.136,-0.136
,-0.173,-0.137,-0.137
,-0.173,-0.137,-0.137
,-0.173,-0.138,-0.138
,-0.174,-0.138,-0.138
,-0.174,-0.139,-0.139
,-0.174,-0.139,-0.139
,-0.174,-0.14,-0.14
,-0.175,-0.14,-0.14
,-0.175,-0.141,-0.141
,-0.175,-0.141,-0.141
,-0.175,-0.141,-0.141
,-0.175,-0.141,-0.141
,-0.176,-0.142,-0.142
,-0.176,-0.142,-0.142
,-0.176,-0.142,-0.142
,-0.176,-0.142,-0.142
,-0.176,-0.142,-0.142
,-0.176,-0.141,-0.141
,-0.177,-0.141,-0.141
,-0.177,-0.141,-0.141
,-0.177,-0.141,-0.141
,-0.177,-0.14,-0.14
,-0.177,-0.14,-0.14
,-0.177,-0.14,-0.14
,-0.177,-0.139,-0.139
,-0.176,-0.139,-0.139
,-0.176,-0.138,-0.138
,-0.176,-0.138,-0.138
,-0.176,-0.137,-0.137
,-0.176,-0.136,-0.136
,-0.175,-0.136,-0.136
,-0.175,-0.135,-0.135
,-0.174,-0.135,-0.135
,-0.174,-0.134,-0.134
,-0.173,-0.134,-0.134
,-0.173,-0.133,-0.133
,-0.172,-0.132,-0.132
,-0.171,-0.132,-0.132
,-0.171,-0.131,-0.131
,-0.17,-0.131,-0.131
,-0.169,-0.13,-0.13
,-0.168,-0.13,-0.13
,-0.167,-0.129,-0.129
,-0.166,-0.129,-0.129
,-0.165,-0.128,-0.128
,-0.163,-0.128,-0.128
,-0.162,-0.127,-0.127
,-0.16,-0.127,-0.127
,-0.159,-0.127,-0.127
,-0.157,-0.127,-0.127
,-0.156,-0.126,-0.126
,-0.154,-0.126,-0.126
,-0.152,-0.126,-0.126
,-0.15,-0.126,-0.126
,-0.148,-0.126,-0.126
,-0.146,-0.126,-0.126
,-0.144,-0.126,-0.126
,-0.142,-0.126,-0.126
,-0.14,-0.126,-0.126
,-0.138,-0.126,-0.126
,-0.136,-0.126,-0.126
,-0.133,-0.126,-0.126
,-0.131,-0.126,-0.126
,-0.129,-0.126,-0.126
,-0.127,-0.126,-0.126
,-0.125,-0.127,-0.127
,-0.122,-0.127,-0.127
,-0.12,-0.127,-0.127
,-0.118,-0.127,-0.127
,-0.116,-0.127,-0.127
,-0.114,-0.127,-0.127
,-0.113,-0.127,-0.127
,-0.111,-0.127,-0.127
,-0.109,-0.127,-0.127
,-0.107,-0.127,-0.127
,-0.106,-0.127,-0.127
,-0.104,-0.126,-0.126
,-0.103,-0.126,-0.126
,-0.101,-0.126,-0.126
,-0.1,-0.125,-0.125
,-0.098,-0.124,-0.124
,-0.097,-0.124,-0.124
,-0.095,-0.123,-0.123
,-0.094,-0.122,-0.122
,-0.092,-0.122,-0.122
,-0.091,-0.121,-0.121
,-0.089,-0.12,-0.12
,-0.088,-0.119,-0.119
,-0.086,-0.118,-0.118
,-0.085,-0.117,-0.117
,-0.083,-0.116,-0.116
,-0.082,-0.115,-0.115
,-0.08,-0.114,-0.114
,-0.078,-0.113,-0.113
,-0.077,-0.112,-0.112
,-0.075,-0.112,-0.112
,-0.074,-0.111,-0.111
,-0.072,-0.11,-0.11
,-0.07,-0.109,-0.109
,-0.069,-0.109,-0.109
,-0.067,-0.108,-0.108
,-0.066,-0.108,-0.108
,-0.064,-0.107,-0.107
,-0.063,-0.107,-0.107
,-0.062,-0.107,-0.107
,-0.06,-0.106,-0.106
,-0.059,-0.106,-0.106
,-0.058,-0.106,-0.106
,-0.056,-0.106,-0.106
,-0.055,-0.106,-0.106
,-0.054,-0.106,-0.106
,-0.053,-0.106,-0.106
,-0.051,-0.106,-0.106
,-0.05,-0.106,-0.106
,-0.049,-0.106,-0.106
,-0.048,-0.106,-0.106
,-0.047,-0.106,-0.106
,-0.046,-0.106,-0.106
,-0.044,-0.106,-0.106
,-0.043,-0.106,-0.106
,-0.042,-0.106,-0.106
,-0.041,-0.106,-0.106
,-0.04,-0.106,-0.106
,-0.039,-0.106,-0.106
,-0.038,-0.106,-0.106
,-0.036,-0.105,-0.105
,-0.035,-0.105,-0.105
,-0.034,-0.105,-0.105
,-0.033,-0.104,-0.104
,-0.032,-0.104,-0.104
,-0.031,-0.104,-0.104
,-0.03,-0.103,-0.103
,-0.029,-0.103,-0.103
,-0.027,-0.102,-0.102
,-0.026,-0.102,-0.102
,-0.025,-0.101,-0.101
,-0.024,-0.101,-0.101
,-0.023,-0.1,-0.1
,-0.022,-0.099,-0.099
,-0.022,-0.099,-0.099
,-0.021,-0.098,-0.098
,-0.02,-0.098,-0.098
,-0.019,-0.097,-0.097
,-0.018,-0.097,-0.097
,-0.018,-0.096,-0.096
,-0.017,-0.096,-0.096
,-0.016,-0.095,-0.095
,-0.016,-0.094,-0.094
spare1 trace:,NaN,NaN,NaN
,-0.056,-0.003,-0.003
,-0.056,-0.003,-0.003
,-0.055,-0.003,-0.003
,-0.055,-0.002,-0.002
,-0.055,-0.002,-0.002
,-0.055,-0.002,-0.002
,-0.055,-0.001,-0.001
,-0.054,-0.001,-0.001
,-0.054,-0.001,-0.001
,-0.054,0,0
,-0.054,0,0
,-0.054,0,0
,-0.053,0.001,0.001
,-0.053,0.001,0.001
,-0.053,0.001,0.001
,-0.053,0.001,0.001
,-0.053,0.002,0.002
,-0.053,0.002,0.002
,-0.053,0.002,0.002
,-0.053,0.003,0.003
,-0.053,0.003,0.003
,-0.054,0.003,0.003
,-0.054,0.003,0.003
,-0.054,0.004,0.004
,-0.054,0.004,0.004
,-0.055,0.004,0.004
,-0.055,0.004,0.004
,-0.055,0.004,0.004
,-0.056,0.005,0.005
,-0.056,0.005,0.005
,-0.057,0.005,0.005
,-0.057,0.005,0.005
,-0.057,0.006,0.006
,-0.058,0.006,0.006
,-0.058,0.006,0.006
,-0.058,0.006,0.006
,-0.059,0.007,0.007
,-0.059,0.007,0.007
,-0.059,0.007,0.007
,-0.059,0.008,0.008
,-0.059,0.008,0.008
,-0.059,0.008,0.008
,-0.059,0.009,0.009
,-0.059,0.009,0.009
,-0.059,0.009,0.009
,-0.059,0.01,0.01
,-0.058,0.01,0.01
,-0.058,0.01,0.01
,-0.058,0.011,0.011
,-0.057,0.011,0.011
,-0.057,0.011,0.011
,-0.057,0.012,0.012
,-0.056,0.012,0.012
,-0.056,0.012,0.012
,-0.055,0.012,0.012
,-0.055,0.013,0.013
,-0.055,0.013,0.013
,-0.054,0.013,0.013
,-0.054,0.013,0.013
,-0.054,0.013,0.013
,-0.053,0.013,0.013
,-0.053,0.013,0.013
,-0.053,0.013,0.013
,-0.053,0.013,0.013
,-0.052,0.013,0.013
,-0.052,0.013,0.013
,-0.052,0.013,0.013
,-0.052,0.013,0.013
,-0.052,0.013,0.013
,-0.052,0.012,0.012
,-0.052,0.012,0.012
,-0.052,0.012,0.012
,-0.053,0.011,0.011
,-0.053,0.011,0.011
,-0.053,0.011,0.011
,-0.053,0.01,0.01
,-0.053,0.01,0.01
,-0.053,0.01,0.01
,-0.054,0.009,0.009
,-0.054,0.009,0.009
,-0.054,0.009,0.009
,-0.054,0.008,0.008
,-0.054,0.008,0.008
,-0.054,0.008,0.008
,-0.054,0.007,0.007
,-0.054,0.007,0.007
,-0.054,0.007,0.007
,-0.054,0.007,0.007
,-0.054,0.006,0.006
,-0.054,0.006,0.006
,-0.054,0.006,0.006
,-0.054,0.006,0.006
,-0.053,0.006,0.006
,-0.053,0.006,0.006
,-0.053,0.006,0.006
,-0.053,0.006,0.006
,-0.052,0.007,0.007
,-0.052,0.007,0.007
,-0.051,0.007,0.007
,-0.051,0.007,0.007
,-0.051,0.007,0.007
,-0.05,0.008,0.008
,-0.05,0.008,0.008
,-0.05,0.008,0.008
,-0.049,0.009,0.009
,-0.049,0.009,0.009
,-0.049,0.009,0.009
,-0.049,0.01,0.01
,-0.048,0.01,0.01
,-0.048,0.01,0.01
,-0.048,0.011,0.011
,-0.048,0.011,0.011
,-0.048,0.011,0.011
,-0.048,0.011,0.011
,-0.048,0.012,0.012
,-0.048,0.012,0.012
,-0.048,0.012,0.012
,-0.048,0.012,0.012
,-0.048,0.012,0.012
,-0.049,0.012,0.012
,-0.049,0.012,0.012
,-0.049,0.012,0.012
,-0.049,0.012,0.012
,-0.049,0.013,0.013
,-0.05,0.012,0.012
,-0.05,0.012,0.012
,-0.05,0.012,0.012
,-0.05,0.012,0.012
,-0.051,0.012,0.012
,-0.051,0.012,0.012
,-0.051,0.012,0.012
,-0.051,0.012,0.012
,-0.051,0.012,0.012
,-0.052,0.013,0.013
,-0.052,0.013,0.013
,-0.052,0.013,0.013
,-0.052,0.013,0.013
,-0.052,0.013,0.013
,-0.052,0.014,0.014
,-0.052,0.014,0.014
,-0.053,0.014,0.014
,-0.053,0.014,0.014
,-0.053,0.015,0.015
,-0.053,0.015,0.015
,-0.053,0.016,0.016
,-0.054,0.016,0.016
,-0.054,0.017,0.017
,-0.054,0.017,0.017
,-0.054,0.017,0.017
,-0.055,0.018,0.018
,-0.055,0.018,0.018
,-0.055,0.018,0.018
,-0.055,0.019,0.019
,-0.055,0.019,0.019
,-0.056,0.019,0.019
,-0.056,0.019,0.019
,-0.056,0.02,0.02
,-0.056,0.02,0.02
,-0.056,0.02,0.02
,-0.056,0.02,0.02
,-0.056,0.019,0.019
,-0.056,0.019,0.019
,-0.056,0.019,0.019
,-0.056,0.019,0.019
,-0.056,0.018,0.018
,-0.056,0.018,0.018
,-0.055,0.018,0.018
,-0.055,0.017,0.017
,-0.055,0.017,0.017
,-0.054,0.016,0.016
,-0.054,0.016,0.016
,-0.053,0.015,0.015
,-0.053,0.015,0.015
,-0.052,0.014,0.014
,-0.051,0.013,0.013
,-0.051,0.013,0.013
,-0.05,0.012,0.012
,-0.049,0.012,0.012
,-0.048,0.012,0.012
,-0.048,0.011,0.011
,-0.047,0.011,0.011
,-0.046,0.01,0.01
,-0.046,0.01,0.01
,-0.045,0.01,0.01
,-0.044,0.009,0.009
,-0.044,0.009,0.009
,-0.043,0.009,0.009
,-0.043,0.009,0.009
,-0.042,0.008,0.008
,-0.042,0.008,0.008
,-0.042,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.008,0.008
,-0.042,0.008,0.008
,-0.042,0.008,0.008
,-0.042,0.008,0.008
,-0.042,0.008,0.008
,-0.042,0.008,0.008
,-0.042,0.008,0.008
,-0.042,0.008,0.008
,-0.042,0.008,0.008
,-0.042,0.008,0.008
,-0.042,0.008,0.008
,-0.041,0.008,0.008
,-0.041,0.007,0.007
,-0.041,0.007,0.007
,-0.041,0.007,0.007
,-0.04,0.007,0.007
,-0.04,0.006,0.006
,-0.04,0.006,0.006
,-0.04,0.006,0.006
,-0.039,0.005,0.005
,-0.039,0.005,0.005
,-0.039,0.004,0.004
,-0.038,0.004,0.004
,-0.038,0.003,0.003
,-0.038,0.003,0.003
,-0.037,0.002,0.002
,-0.037,0.001,0.001
,-0.037,0.001,0.001
,-0.037,0,0
,-0.037,0,0
,-0.037,-0.001,-0.001
,-0.037,-0.001,-0.001
,-0.037,-0.002,-0.002
,-0.037,-0.002,-0.002
,-0.037,-0.003,-0.003
,-0.037,-0.003,-0.003
,-0.037,-0.003,-0.003
,-0.037,-0.004,-0.004
,-0.037,-0.004,-0.004
,-0.037,-0.004,-0.004
,-0.038,-0.004,-0.004
,-0.038,-0.004,-0.004
,-0.038,-0.004,-0.004
,-0.038,-0.003,-0.003
,-0.038,-0.003,-0.003
,-0.039,-0.003,-0.003
,-0.039,-0.002,-0.002
,-0.039,-0.002,-0.002
,-0.039,-0.001,-0.001
,-0.039,-0.001,-0.001
,-0.039,0,0
,-0.039,0,0
,-0.038,0.001,0.001
,-0.038,0.001,0.001
,-0.038,0.002,0.002
,-0.038,0.003,0.003
,-0.037,0.003,0.003
,-0.037,0.004,0.004
,-0.036,0.004,0.004
,-0.036,0.005,0.005
,-0.035,0.005,0.005
,-0.035,0.006,0.006
,-0.034,0.006,0.006
,-0.034,0.006,0.006
,-0.033,0.006,0.006
,-0.032,0.007,0.007
,-0.032,0.007,0.007
,-0.031,0.007,0.007
,-0.031,0.007,0.007
,-0.03,0.007,0.007
,-0.029,0.006,0.006
,-0.029,0.006,0.006
,-0.028,0.006,0.006
,-0.028,0.006,0.006
,-0.027,0.005,0.005
,-0.027,0.005,0.005
,-0.026,0.004,0.004
,-0.026,0.004,0.004
,-0.026,0.003,0.003
,-0.025,0.003,0.003
,-0.025,0.002,0.002
,-0.025,0.002,0.002
,-0.025,0.001,0.001
,-0.025,0.001,0.001
,-0.025,0,0
,-0.025,0,0
,-0.025,0,0
,-0.025,-0.001,-0.001
,-0.026,-0.001,-0.001
,-0.026,-0.001,-0.001
,-0.027,-0.002,-0.002
,-0.027,-0.002,-0.002
,-0.028,-0.002,-0.002
,-0.028,-0.002,-0.002
,-0.029,-0.002,-0.002
,-0.03,-0.002,-0.002
,-0.031,-0.002,-0.002
,-0.031,-0.002,-0.002
,-0.032,-0.002,-0.002
,-0.033,-0.002,-0.002
,-0.034,-0.002,-0.002
,-0.035,-0.002,-0.002
,-0.036,-0.001,-0.001
,-0.037,-0.001,-0.001
,-0.037,-0.001,-0.001
,-0.038,-0.001,-0.001
,-0.039,-0.001,-0.001
,-0.04,-0.001,-0.001
,-0.041,-0.001,-0.001
,-0.041,-0.001,-0.001
,-0.042,-0.001,-0.001
,-0.042,-0.001,-0.001
,-0.043,-0.001,-0.001
,-0.043,-0.001,-0.001
,-0.043,-0.001,-0.001
,-0.043,-0.001,-0.001
,-0.043,-0.001,-0.001
,-0.043,-0.001,-0.001
,-0.043,-0.001,-0.001
,-0.043,-0.001,-0.001
,-0.042,-0.001,-0.001
,-0.042,-0.001,-0.001
,-0.041,0,0
,-0.041,0,0
,-0.04,0,0
,-0.04,0.001,0.001
,-0.039,0.001,0.001
,-0.038,0.002,0.002
,-0.037,0.002,0.002
,-0.037,0.003,0.003
,-0.036,0.003,0.003
,-0.035,0.004,0.004
,-0.035,0.005,0.005
,-0.034,0.005,0.005
,-0.034,0.006,0.006
,-0.033,0.007,0.007
,-0.033,0.007,0.007
,-0.032,0.008,0.008
,-0.032,0.009,0.009
,-0.032,0.009,0.009
,-0.031,0.01,0.01
,-0.031,0.011,0.011
,-0.031,0.011,0.011
,-0.031,0.012,0.012
,-0.031,0.012,0.012
,-0.031,0.013,0.013
,-0.031,0.013,0.013
,-0.032,0.014,0.014
,-0.032,0.014,0.014
,-0.032,0.014,0.014
,-0.032,0.015,0.015
,-0.032,0.015,0.015
,-0.032,0.015,0.015
,-0.032,0.015,0.015
,-0.032,0.015,0.015
,-0.032,0.016,0.016
,-0.032,0.016,0.016
,-0.032,0.016,0.016
,-0.031,0.016,0.016
,-0.031,0.016,0.016
,-0.031,0.016,0.016
,-0.03,0.016,0.016
,-0.03,0.016,0.016
,-0.03,0.016,0.016
,-0.029,0.016,0.016
,-0.029,0.016,0.016
,-0.029,0.016,0.016
,-0.028,0.015,0.015
,-0.028,0.015,0.015
,-0.028,0.015,0.015
,-0.027,0.015,0.015
,-0.027,0.015,0.015
,-0.027,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.027,0.015,0.015
,-0.027,0.015,0.015
,-0.027,0.015,0.015
,-0.027,0.015,0.015
,-0.027,0.015,0.015
,-0.027,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.015,0.015
,-0.026,0.016,0.016
,-0.026,0.016,0.016
,-0.025,0.016,0.016
,-0.025,0.016,0.016
,-0.025,0.016,0.016
,-0.025,0.016,0.016
,-0.024,0.016,0.016
,-0.024,0.016,0.016
,-0.024,0.017,0.017
,-0.024,0.017,0.017
,-0.024,0.017,0.017
,-0.024,0.017,0.017
,-0.024,0.017,0.017
,-0.024,0.017,0.017
,-0.024,0.018,0.018
,-0.024,0.018,0.018
,-0.024,0.018,0.018
,-0.024,0.018,0.018
,-0.024,0.018,0.018
,-0.024,0.018,0.018
,-0.024,0.018,0.018
,-0.025,0.018,0.018
,-0.025,0.019,0.019
,-0.025,0.019,0.019
,-0.025,0.019,0.019
,-0.026,0.019,0.019
,-0.026,0.019,0.019
,-0.026,0.019,0.019
,-0.026,0.019,0.019
,-0.026,0.019,0.019
,-0.026,0.019,0.019
,-0.027,0.019,0.019
,-0.027,0.019,0.019
,-0.027,0.019,0.019
,-0.027,0.018,0.018
,-0.027,0.018,0.018
,-0.027,0.018,0.018
,-0.027,0.018,0.018
,-0.027,0.018,0.018
,-0.027,0.019,0.019
,-0.027,0.019,0.019
,-0.026,0.019,0.019
,-0.026,0.019,0.019
,-0.026,0.019,0.019
,-0.026,0.019,0.019
,-0.026,0.019,0.019
,-0.026,0.019,0.019
,-0.026,0.02,0.02
,-0.026,0.02,0.02
,-0.026,0.02,0.02
,-0.026,0.021,0.021
,-0.026,0.021,0.021
,-0.026,0.021,0.021
,-0.026,0.022,0.022
,-0.026,0.022,0.022
,-0.026,0.022,0.022
,-0.026,0.023,0.023
,-0.026,0.023,0.023
,-0.027,0.024,0.024
,-0.027,0.024,0.024
,-0.027,0.024,0.024
,-0.027,0.025,0.025
,-0.027,0.025,0.025
,-0.028,0.026,0.026
,-0.028,0.026,0.026
,-0.028,0.026,0.026
,-0.028,0.026,0.026
,-0.028,0.027,0.027
,-0.028,0.027,0.027
,-0.029,0.027,0.027
,-0.029,0.027,0.027
,-0.029,0.027,0.027
,-0.029,0.027,0.027
,-0.029,0.027,0.027
,-0.029,0.027,0.027
,-0.029,0.027,0.027
,-0.029,0.026,0.026
,-0.029,0.026,0.026
,-0.028,0.026,0.026
,-0.028,0.025,0.025
,-0.028,0.025,0.025
,-0.027,0.025,0.025
,-0.027,0.024,0.024
,-0.027,0.024,0.024
,-0.026,0.023,0.023
,-0.026,0.023,0.023
,-0.025,0.022,0.022
,-0.024,0.022,0.022
,-0.024,0.021,0.021
,-0.023,0.021,0.021
,-0.022,0.021,0.021
,-0.022,0.02,0.02
,-0.021,0.02,0.02
,-0.02,0.019,0.019
,-0.02,0.019,0.019
,-0.019,0.019,0.019
,-0.019,0.018,0.018
,-0.018,0.018,0.018
,-0.018,0.018,0.018
,-0.017,0.018,0.018
,-0.017,0.018,0.018
,-0.016,0.017,0.017
,-0.016,0.017,0.017
,-0.016,0.017,0.017
,-0.016,0.017,0.017
,-0.016,0.017,0.017
,-0.016,0.017,0.017
,-0.016,0.016,0.016
,-0.016,0.016,0.016
,-0.016,0.016,0.016
,-0.017,0.016,0.016
,-0.017,0.016,0.016
,-0.017,0.015,0.015
