Var1,Var2,Var3,Var4
,-0.093,-0.018,-0.018
,-0.089,-0.014,-0.014
,-0.085,-0.009,-0.009
,-0.081,-0.005,-0.005
,-0.076,-0.001,-0.001
,-0.072,0.002,0.002
,-0.069,0.005,0.005
,-0.065,0.007,0.007
,-0.062,0.009,0.009
,-0.059,0.01,0.01
,-0.057,0.01,0.01
,-0.055,0.01,0.01
,-0.054,0.009,0.009
,-0.053,0.008,0.008
,-0.053,0.006,0.006
,-0.053,0.003,0.003
,-0.053,0,0
,-0.054,-0.004,-0.004
,-0.056,-0.007,-0.007
,-0.058,-0.012,-0.012
,-0.06,-0.016,-0.016
,-0.062,-0.02,-0.02
,-0.064,-0.025,-0.025
,-0.067,-0.029,-0.029
,-0.07,-0.034,-0.034
,-0.072,-0.038,-0.038
,-0.075,-0.042,-0.042
,-0.078,-0.046,-0.046
,-0.08,-0.05,-0.05
,-0.083,-0.053,-0.053
,-0.085,-0.056,-0.056
,-0.087,-0.058,-0.058
,-0.089,-0.06,-0.06
,-0.09,-0.062,-0.062
,-0.091,-0.063,-0.063
,-0.092,-0.064,-0.064
,-0.093,-0.065,-0.065
,-0.094,-0.065,-0.065
,-0.094,-0.065,-0.065
,-0.094,-0.065,-0.065
,-0.094,-0.064,-0.064
,-0.093,-0.063,-0.063
,-0.093,-0.063,-0.063
,-0.092,-0.061,-0.061
,-0.091,-0.06,-0.06
,-0.09,-0.059,-0.059
,-0.089,-0.058,-0.058
,-0.088,-0.057,-0.057
,-0.087,-0.056,-0.056
,-0.085,-0.055,-0.055
,-0.084,-0.054,-0.054
,-0.083,-0.054,-0.054
,-0.082,-0.053,-0.053
,-0.081,-0.053,-0.053
,-0.081,-0.053,-0.053
,-0.08,-0.053,-0.053
,-0.079,-0.053,-0.053
,-0.079,-0.054,-0.054
,-0.079,-0.054,-0.054
,-0.078,-0.055,-0.055
,-0.078,-0.056,-0.056
,-0.079,-0.058,-0.058
,-0.079,-0.059,-0.059
,-0.079,-0.061,-0.061
,-0.08,-0.062,-0.062
,-0.081,-0.064,-0.064
,-0.082,-0.065,-0.065
,-0.082,-0.067,-0.067
,-0.083,-0.069,-0.069
,-0.084,-0.071,-0.071
,-0.085,-0.072,-0.072
,-0.086,-0.074,-0.074
,-0.087,-0.075,-0.075
,-0.088,-0.076,-0.076
,-0.089,-0.077,-0.077
,-0.09,-0.079,-0.079
,-0.091,-0.079,-0.079
,-0.092,-0.08,-0.08
,-0.092,-0.081,-0.081
,-0.092,-0.081,-0.081
,-0.092,-0.081,-0.081
,-0.092,-0.081,-0.081
,-0.092,-0.081,-0.081
,-0.091,-0.081,-0.081
,-0.091,-0.08,-0.08
,-0.09,-0.08,-0.08
,-0.089,-0.079,-0.079
,-0.088,-0.079,-0.079
,-0.086,-0.078,-0.078
,-0.085,-0.077,-0.077
,-0.083,-0.077,-0.077
,-0.081,-0.076,-0.076
,-0.079,-0.076,-0.076
,-0.078,-0.075,-0.075
,-0.076,-0.075,-0.075
,-0.074,-0.075,-0.075
,-0.072,-0.074,-0.074
,-0.07,-0.074,-0.074
,-0.068,-0.074,-0.074
,-0.067,-0.075,-0.075
,-0.065,-0.075,-0.075
,-0.064,-0.076,-0.076
,-0.062,-0.076,-0.076
,-0.061,-0.077,-0.077
,-0.06,-0.078,-0.078
,-0.059,-0.079,-0.079
,-0.058,-0.08,-0.08
,-0.057,-0.081,-0.081
,-0.057,-0.082,-0.082
,-0.056,-0.083,-0.083
,-0.056,-0.084,-0.084
,-0.056,-0.085,-0.085
,-0.055,-0.086,-0.086
,-0.055,-0.087,-0.087
,-0.055,-0.088,-0.088
,-0.054,-0.088,-0.088
,-0.054,-0.089,-0.089
,-0.054,-0.089,-0.089
,-0.053,-0.09,-0.09
,-0.053,-0.09,-0.09
,-0.052,-0.09,-0.09
,-0.051,-0.09,-0.09
,-0.05,-0.09,-0.09
,-0.049,-0.09,-0.09
,-0.048,-0.089,-0.089
,-0.047,-0.088,-0.088
,-0.045,-0.088,-0.088
,-0.044,-0.087,-0.087
,-0.042,-0.086,-0.086
,-0.04,-0.085,-0.085
,-0.038,-0.084,-0.084
,-0.036,-0.083,-0.083
,-0.033,-0.082,-0.082
,-0.031,-0.081,-0.081
,-0.028,-0.08,-0.08
,-0.026,-0.079,-0.079
,-0.023,-0.078,-0.078
,-0.02,-0.077,-0.077
,-0.018,-0.076,-0.076
,-0.015,-0.075,-0.075
,-0.012,-0.074,-0.074
,-0.01,-0.074,-0.074
,-0.007,-0.073,-0.073
,-0.004,-0.073,-0.073
,-0.002,-0.073,-0.073
,0,-0.073,-0.073
,0.003,-0.073,-0.073
,0.005,-0.073,-0.073
,0.007,-0.073,-0.073
,0.009,-0.073,-0.073
,0.011,-0.073,-0.073
,0.013,-0.074,-0.074
,0.015,-0.074,-0.074
,0.016,-0.075,-0.075
,0.018,-0.075,-0.075
,0.019,-0.076,-0.076
,0.02,-0.076,-0.076
,0.022,-0.077,-0.077
,0.023,-0.077,-0.077
,0.024,-0.078,-0.078
,0.025,-0.078,-0.078
,0.027,-0.079,-0.079
,0.028,-0.079,-0.079
,0.029,-0.079,-0.079
,0.03,-0.079,-0.079
,0.031,-0.08,-0.08
,0.032,-0.08,-0.08
,0.033,-0.079,-0.079
,0.035,-0.079,-0.079
,0.036,-0.079,-0.079
,0.037,-0.079,-0.079
,0.038,-0.079,-0.079
,0.04,-0.078,-0.078
,0.041,-0.078,-0.078
,0.043,-0.077,-0.077
,0.044,-0.077,-0.077
,0.045,-0.076,-0.076
,0.047,-0.076,-0.076
,0.048,-0.075,-0.075
,0.05,-0.075,-0.075
,0.051,-0.074,-0.074
,0.053,-0.074,-0.074
,0.054,-0.073,-0.073
,0.055,-0.073,-0.073
,0.057,-0.073,-0.073
,0.058,-0.072,-0.072
,0.059,-0.072,-0.072
,0.06,-0.072,-0.072
,0.061,-0.072,-0.072
,0.062,-0.071,-0.071
,0.063,-0.071,-0.071
,0.064,-0.071,-0.071
,0.065,-0.071,-0.071
,0.066,-0.071,-0.071
,0.067,-0.072,-0.072
,0.067,-0.072,-0.072
,0.068,-0.072,-0.072
,0.068,-0.072,-0.072
,0.069,-0.072,-0.072
,0.069,-0.072,-0.072
,0.069,-0.072,-0.072
,0.069,-0.072,-0.072
,0.07,-0.072,-0.072
,0.07,-0.072,-0.072
,0.07,-0.072,-0.072
,0.07,-0.071,-0.071
,0.07,-0.071,-0.071
,0.07,-0.071,-0.071
,0.07,-0.07,-0.07
,0.07,-0.07,-0.07
,0.07,-0.069,-0.069
,0.07,-0.069,-0.069
,0.069,-0.068,-0.068
,0.069,-0.067,-0.067
,0.069,-0.067,-0.067
,0.069,-0.066,-0.066
,0.068,-0.065,-0.065
,0.068,-0.064,-0.064
,0.068,-0.064,-0.064
,0.067,-0.063,-0.063
,0.067,-0.062,-0.062
,0.067,-0.061,-0.061
,0.066,-0.061,-0.061
,0.066,-0.06,-0.06
,0.065,-0.06,-0.06
,0.064,-0.059,-0.059
,0.064,-0.059,-0.059
,0.063,-0.059,-0.059
,0.062,-0.058,-0.058
,0.062,-0.058,-0.058
,0.061,-0.058,-0.058
,0.06,-0.058,-0.058
,0.059,-0.058,-0.058
,0.059,-0.058,-0.058
,0.058,-0.058,-0.058
,0.057,-0.058,-0.058
,0.056,-0.058,-0.058
,0.056,-0.058,-0.058
,0.055,-0.058,-0.058
,0.054,-0.058,-0.058
,0.054,-0.058,-0.058
,0.053,-0.058,-0.058
,0.052,-0.058,-0.058
,0.052,-0.058,-0.058
,0.051,-0.058,-0.058
,0.051,-0.058,-0.058
,0.05,-0.058,-0.058
,0.05,-0.057,-0.057
,0.049,-0.057,-0.057
,0.049,-0.056,-0.056
,0.048,-0.056,-0.056
,0.048,-0.055,-0.055
,0.047,-0.055,-0.055
,0.047,-0.054,-0.054
,0.046,-0.053,-0.053
,0.045,-0.053,-0.053
,0.045,-0.052,-0.052
,0.044,-0.052,-0.052
,0.043,-0.051,-0.051
,0.042,-0.05,-0.05
,0.041,-0.05,-0.05
,0.04,-0.049,-0.049
,0.039,-0.049,-0.049
,0.037,-0.049,-0.049
,0.036,-0.048,-0.048
,0.034,-0.048,-0.048
,0.033,-0.048,-0.048
,0.031,-0.048,-0.048
,0.029,-0.048,-0.048
,0.027,-0.048,-0.048
,0.025,-0.048,-0.048
,0.024,-0.048,-0.048
,0.022,-0.049,-0.049
,0.02,-0.049,-0.049
,0.018,-0.049,-0.049
,0.016,-0.05,-0.05
,0.014,-0.05,-0.05
,0.013,-0.051,-0.051
,0.011,-0.051,-0.051
,0.009,-0.051,-0.051
,0.008,-0.052,-0.052
,0.007,-0.052,-0.052
,0.005,-0.052,-0.052
,0.004,-0.052,-0.052
,0.003,-0.052,-0.052
,0.002,-0.052,-0.052
,0.001,-0.052,-0.052
,0.001,-0.052,-0.052
,0,-0.052,-0.052
,0,-0.052,-0.052
,-0.001,-0.052,-0.052
,-0.001,-0.052,-0.052
,-0.001,-0.051,-0.051
,-0.001,-0.051,-0.051
,-0.001,-0.05,-0.05
,-0.001,-0.05,-0.05
,-0.001,-0.049,-0.049
,-0.002,-0.049,-0.049
,-0.002,-0.048,-0.048
,-0.002,-0.048,-0.048
,-0.002,-0.047,-0.047
,-0.002,-0.047,-0.047
,-0.002,-0.046,-0.046
,-0.002,-0.045,-0.045
,-0.002,-0.045,-0.045
,-0.002,-0.044,-0.044
,-0.002,-0.044,-0.044
,-0.002,-0.043,-0.043
,-0.003,-0.042,-0.042
,-0.003,-0.042,-0.042
,-0.003,-0.041,-0.041
,-0.003,-0.041,-0.041
,-0.004,-0.04,-0.04
,-0.004,-0.04,-0.04
,-0.004,-0.039,-0.039
,-0.004,-0.038,-0.038
,-0.004,-0.038,-0.038
,-0.004,-0.037,-0.037
,-0.004,-0.037,-0.037
,-0.004,-0.036,-0.036
,-0.004,-0.036,-0.036
,-0.004,-0.035,-0.035
,-0.004,-0.034,-0.034
,-0.004,-0.034,-0.034
,-0.004,-0.033,-0.033
,-0.003,-0.033,-0.033
,-0.003,-0.032,-0.032
,-0.002,-0.032,-0.032
,-0.002,-0.031,-0.031
,-0.001,-0.031,-0.031
,-0.001,-0.031,-0.031
,0,-0.03,-0.03
,0,-0.03,-0.03
,0.001,-0.03,-0.03
,0.001,-0.029,-0.029
,0.002,-0.029,-0.029
,0.002,-0.029,-0.029
,0.003,-0.029,-0.029
,0.003,-0.029,-0.029
,0.003,-0.029,-0.029
,0.003,-0.029,-0.029
,0.003,-0.029,-0.029
,0.003,-0.03,-0.03
,0.003,-0.03,-0.03
,0.003,-0.03,-0.03
,0.002,-0.031,-0.031
,0.002,-0.031,-0.031
,0.001,-0.031,-0.031
,0,-0.032,-0.032
,-0.001,-0.032,-0.032
,-0.002,-0.033,-0.033
,-0.003,-0.033,-0.033
,-0.004,-0.034,-0.034
,-0.005,-0.034,-0.034
,-0.006,-0.035,-0.035
,-0.007,-0.035,-0.035
,-0.008,-0.035,-0.035
,-0.01,-0.036,-0.036
,-0.011,-0.036,-0.036
,-0.012,-0.036,-0.036
,-0.012,-0.036,-0.036
,-0.013,-0.037,-0.037
,-0.014,-0.037,-0.037
,-0.014,-0.037,-0.037
,-0.015,-0.037,-0.037
,-0.015,-0.037,-0.037
,-0.015,-0.037,-0.037
,-0.015,-0.036,-0.036
,-0.015,-0.036,-0.036
,-0.015,-0.036,-0.036
,-0.015,-0.036,-0.036
,-0.014,-0.036,-0.036
,-0.013,-0.035,-0.035
,-0.013,-0.035,-0.035
,-0.012,-0.035,-0.035
,-0.011,-0.034,-0.034
,-0.01,-0.034,-0.034
,-0.009,-0.034,-0.034
,-0.008,-0.033,-0.033
,-0.007,-0.033,-0.033
,-0.006,-0.033,-0.033
,-0.005,-0.032,-0.032
,-0.004,-0.032,-0.032
,-0.003,-0.031,-0.031
,-0.003,-0.031,-0.031
,-0.002,-0.031,-0.031
,-0.002,-0.03,-0.03
,-0.001,-0.03,-0.03
,-0.001,-0.029,-0.029
,-0.001,-0.029,-0.029
,0,-0.029,-0.029
,0,-0.028,-0.028
,-0.001,-0.028,-0.028
,-0.001,-0.027,-0.027
,-0.001,-0.027,-0.027
,-0.001,-0.026,-0.026
,-0.002,-0.026,-0.026
,-0.002,-0.026,-0.026
,-0.003,-0.025,-0.025
,-0.003,-0.025,-0.025
,-0.004,-0.024,-0.024
,-0.004,-0.024,-0.024
,-0.005,-0.023,-0.023
,-0.006,-0.023,-0.023
,-0.006,-0.022,-0.022
,-0.006,-0.021,-0.021
,-0.007,-0.021,-0.021
,-0.007,-0.02,-0.02
,-0.007,-0.02,-0.02
,-0.007,-0.019,-0.019
,-0.008,-0.018,-0.018
,-0.007,-0.018,-0.018
,-0.007,-0.017,-0.017
,-0.007,-0.016,-0.016
,-0.007,-0.015,-0.015
,-0.006,-0.015,-0.015
,-0.006,-0.014,-0.014
,-0.005,-0.013,-0.013
,-0.005,-0.012,-0.012
,-0.004,-0.012,-0.012
,-0.003,-0.011,-0.011
,-0.002,-0.01,-0.01
,-0.002,-0.01,-0.01
,-0.001,-0.009,-0.009
,0,-0.008,-0.008
,0.001,-0.008,-0.008
,0.002,-0.007,-0.007
,0.003,-0.006,-0.006
,0.004,-0.006,-0.006
,0.005,-0.005,-0.005
,0.006,-0.005,-0.005
,0.007,-0.004,-0.004
,0.008,-0.003,-0.003
,0.009,-0.003,-0.003
,0.009,-0.002,-0.002
,0.01,-0.002,-0.002
,0.011,-0.001,-0.001
,0.012,-0.001,-0.001
,0.012,0,0
,0.013,0,0
,0.013,0.001,0.001
,0.014,0.001,0.001
,0.014,0.002,0.002
,0.015,0.002,0.002
,0.015,0.003,0.003
,0.016,0.003,0.003
,0.016,0.004,0.004
,0.017,0.005,0.005
,0.017,0.005,0.005
,0.018,0.006,0.006
,0.019,0.007,0.007
,0.019,0.008,0.008
,0.02,0.009,0.009
,0.021,0.009,0.009
,0.022,0.01,0.01
,0.023,0.011,0.011
,0.024,0.012,0.012
,0.025,0.013,0.013
,0.026,0.014,0.014
,0.027,0.015,0.015
,0.029,0.017,0.017
,0.03,0.018,0.018
,0.031,0.019,0.019
,0.033,0.02,0.02
,0.034,0.021,0.021
,0.036,0.022,0.022
,0.037,0.024,0.024
,0.039,0.025,0.025
,0.04,0.026,0.026
,0.042,0.027,0.027
,0.043,0.028,0.028
,0.045,0.03,0.03
,0.046,0.031,0.031
,0.048,0.032,0.032
,0.049,0.033,0.033
,0.05,0.034,0.034
,0.052,0.035,0.035
,0.053,0.036,0.036
,0.054,0.037,0.037
,0.055,0.038,0.038
,0.056,0.039,0.039
,0.057,0.041,0.041
,0.058,0.042,0.042
,0.059,0.043,0.043
,0.06,0.044,0.044
,0.061,0.045,0.045
,0.062,0.046,0.046
,0.063,0.047,0.047
,0.064,0.048,0.048
,0.065,0.05,0.05
,0.066,0.051,0.051
,0.067,0.052,0.052
,0.068,0.053,0.053
,0.069,0.055,0.055
,0.07,0.056,0.056
,0.071,0.058,0.058
,0.072,0.059,0.059
,0.073,0.06,0.06
,0.074,0.062,0.062
,0.075,0.063,0.063
,0.077,0.065,0.065
,0.078,0.066,0.066
,0.079,0.067,0.067
,0.081,0.069,0.069
,0.082,0.07,0.07
,0.084,0.072,0.072
,0.085,0.073,0.073
,0.087,0.074,0.074
,0.088,0.075,0.075
,0.089,0.077,0.077
,0.091,0.078,0.078
,0.092,0.079,0.079
,0.094,0.08,0.08
,0.095,0.081,0.081
,0.097,0.083,0.083
,0.098,0.084,0.084
,0.099,0.085,0.085
,0.1,0.086,0.086
,0.102,0.087,0.087
,0.103,0.088,0.088
,0.104,0.088,0.088
,0.105,0.089,0.089
,0.106,0.09,0.09
,0.107,0.091,0.091
,0.108,0.092,0.092
,0.109,0.092,0.092
,0.11,0.093,0.093
,0.11,0.094,0.094
,0.111,0.095,0.095
,0.112,0.095,0.095
,0.113,0.096,0.096
,0.113,0.097,0.097
,0.114,0.098,0.098
,0.114,0.098,0.098
,0.115,0.099,0.099
,0.116,0.1,0.1
,0.116,0.101,0.101
,0.117,0.101,0.101
,0.117,0.102,0.102
,0.118,0.103,0.103
,0.118,0.104,0.104
,0.119,0.105,0.105
,0.12,0.106,0.106
,0.12,0.107,0.107
,0.121,0.107,0.107
,0.121,0.108,0.108
,0.122,0.109,0.109
,0.123,0.11,0.11
,0.123,0.111,0.111
,0.124,0.112,0.112
,0.125,0.113,0.113
,0.125,0.114,0.114
,0.126,0.115,0.115
,0.127,0.116,0.116
,0.128,0.116,0.116
,0.128,0.117,0.117
,0.129,0.118,0.118
,0.13,0.119,0.119
,0.131,0.119,0.119
,0.132,0.12,0.12
,0.132,0.121,0.121
,0.133,0.122,0.122
,0.134,0.122,0.122
,0.135,0.123,0.123
,0.135,0.124,0.124
,0.136,0.124,0.124
,0.137,0.125,0.125
,0.137,0.125,0.125
,0.138,0.126,0.126
,0.139,0.127,0.127
,0.139,0.127,0.127
,0.14,0.128,0.128
,0.141,0.129,0.129
,0.141,0.129,0.129
,0.142,0.13,0.13
,0.142,0.131,0.131
,0.143,0.132,0.132
,0.143,0.132,0.132
,0.144,0.133,0.133
,0.144,0.133,0.133
,0.145,0.134,0.134
,0.145,0.135,0.135
,0.145,0.135,0.135
,0.145,0.136,0.136
,0.145,0.136,0.136
,0.146,0.136,0.136
,0.146,0.137,0.137
,0.146,0.137,0.137
,0.145,0.137,0.137
,0.145,0.138,0.138
,0.145,0.138,0.138
,0.145,0.138,0.138
,0.144,0.138,0.138
,0.143,0.138,0.138
,0.143,0.138,0.138
,0.142,0.138,0.138
,0.141,0.138,0.138
,0.14,0.137,0.137
,0.139,0.137,0.137
,0.137,0.137,0.137
,0.136,0.137,0.137
,0.135,0.136,0.136
,0.133,0.136,0.136
,0.131,0.135,0.135
,0.13,0.135,0.135
,0.128,0.134,0.134
,0.126,0.134,0.134
,0.124,0.133,0.133
,0.122,0.133,0.133
,0.121,0.132,0.132
,0.119,0.132,0.132
,0.117,0.131,0.131
,0.115,0.131,0.131
,0.113,0.13,0.13
,0.111,0.13,0.13
,0.109,0.129,0.129
,0.108,0.129,0.129
,0.106,0.128,0.128
,0.104,0.127,0.127
,0.103,0.127,0.127
,0.101,0.126,0.126
,0.1,0.125,0.125
,0.098,0.124,0.124
,0.097,0.124,0.124
,0.095,0.123,0.123
,0.094,0.122,0.122
,0.093,0.121,0.121
,0.091,0.12,0.12
,0.09,0.119,0.119
,0.089,0.118,0.118
,0.088,0.117,0.117
,0.086,0.115,0.115
,0.085,0.114,0.114
,0.084,0.113,0.113
,0.082,0.111,0.111
,0.081,0.11,0.11
,0.079,0.108,0.108
,0.078,0.107,0.107
,0.076,0.105,0.105
,0.074,0.103,0.103
,0.072,0.101,0.101
,0.07,0.1,0.1
,0.068,0.098,0.098
,0.066,0.096,0.096
,0.064,0.094,0.094
,0.061,0.093,0.093
,0.059,0.091,0.091
,0.056,0.089,0.089
,0.054,0.087,0.087
,0.051,0.086,0.086
,0.048,0.084,0.084
,0.046,0.082,0.082
,0.043,0.081,0.081
,0.04,0.079,0.079
,0.037,0.077,0.077
,0.034,0.076,0.076
,0.031,0.074,0.074
,0.029,0.073,0.073
,0.026,0.071,0.071
,0.023,0.069,0.069
,0.02,0.068,0.068
,0.018,0.066,0.066
,0.015,0.065,0.065
,0.012,0.063,0.063
,0.01,0.061,0.061
,0.007,0.059,0.059
,0.004,0.058,0.058
,0.002,0.056,0.056
,-0.001,0.054,0.054
,-0.003,0.052,0.052
,-0.006,0.05,0.05
,-0.008,0.048,0.048
,-0.01,0.046,0.046
,-0.013,0.044,0.044
,-0.015,0.042,0.042
,-0.017,0.04,0.04
,-0.02,0.038,0.038
,-0.022,0.036,0.036
,-0.024,0.034,0.034
,-0.026,0.032,0.032
,-0.029,0.029,0.029
,-0.031,0.027,0.027
,-0.033,0.025,0.025
,-0.036,0.023,0.023
,-0.038,0.021,0.021
,-0.04,0.019,0.019
,-0.042,0.018,0.018
,-0.045,0.016,0.016
,-0.047,0.014,0.014
,-0.049,0.012,0.012
,-0.052,0.011,0.011
,-0.054,0.009,0.009
,-0.056,0.007,0.007
,-0.058,0.006,0.006
,-0.06,0.005,0.005
,-0.062,0.003,0.003
,-0.065,0.002,0.002
,-0.067,0.001,0.001
,-0.068,-0.001,-0.001
,-0.07,-0.002,-0.002
,-0.072,-0.003,-0.003
,-0.074,-0.004,-0.004
,-0.075,-0.006,-0.006
,-0.077,-0.007,-0.007
,-0.078,-0.008,-0.008
,-0.08,-0.009,-0.009
,-0.081,-0.011,-0.011
,-0.082,-0.012,-0.012
,-0.084,-0.013,-0.013
,-0.085,-0.015,-0.015
,-0.086,-0.016,-0.016
,-0.087,-0.018,-0.018
,-0.088,-0.019,-0.019
,-0.089,-0.021,-0.021
,-0.09,-0.022,-0.022
,-0.091,-0.024,-0.024
,-0.092,-0.026,-0.026
,-0.093,-0.027,-0.027
,-0.093,-0.029,-0.029
,-0.094,-0.031,-0.031
,-0.095,-0.032,-0.032
,-0.096,-0.034,-0.034
,-0.096,-0.036,-0.036
,-0.097,-0.037,-0.037
,-0.098,-0.039,-0.039
,-0.099,-0.04,-0.04
,-0.099,-0.042,-0.042
,-0.1,-0.043,-0.043
,-0.1,-0.045,-0.045
,-0.101,-0.046,-0.046
,-0.101,-0.047,-0.047
,-0.102,-0.048,-0.048
,-0.102,-0.049,-0.049
,-0.102,-0.05,-0.05
,-0.102,-0.051,-0.051
,-0.103,-0.052,-0.052
,-0.103,-0.053,-0.053
,-0.103,-0.053,-0.053
,-0.103,-0.054,-0.054
,-0.103,-0.055,-0.055
,-0.103,-0.055,-0.055
,-0.103,-0.055,-0.055
,-0.103,-0.056,-0.056
,-0.103,-0.056,-0.056
,-0.103,-0.056,-0.056
,-0.103,-0.056,-0.056
,-0.103,-0.056,-0.056
,-0.103,-0.056,-0.056
,-0.103,-0.056,-0.056
,-0.103,-0.056,-0.056
,-0.103,-0.057,-0.057
,-0.103,-0.057,-0.057
,-0.104,-0.057,-0.057
,-0.104,-0.057,-0.057
,-0.105,-0.057,-0.057
,-0.105,-0.057,-0.057
,-0.106,-0.057,-0.057
,-0.107,-0.057,-0.057
,-0.107,-0.058,-0.058
,-0.108,-0.058,-0.058
,-0.109,-0.058,-0.058
,-0.11,-0.058,-0.058
,-0.111,-0.059,-0.059
,-0.112,-0.059,-0.059
,-0.113,-0.059,-0.059
,-0.114,-0.06,-0.06
,-0.115,-0.06,-0.06
,-0.116,-0.06,-0.06
,-0.117,-0.061,-0.061
,-0.118,-0.061,-0.061
,-0.119,-0.061,-0.061
,-0.119,-0.062,-0.062
,-0.12,-0.062,-0.062
,-0.121,-0.062,-0.062
,-0.121,-0.062,-0.062
,-0.121,-0.062,-0.062
,-0.121,-0.062,-0.062
,-0.121,-0.063,-0.063
,-0.121,-0.063,-0.063
,-0.121,-0.063,-0.063
,-0.121,-0.062,-0.062
,-0.121,-0.062,-0.062
,-0.12,-0.062,-0.062
,-0.12,-0.062,-0.062
,-0.12,-0.062,-0.062
,-0.119,-0.062,-0.062
,-0.118,-0.062,-0.062
,-0.118,-0.061,-0.061
,-0.117,-0.061,-0.061
,-0.117,-0.061,-0.061
,-0.116,-0.061,-0.061
,-0.116,-0.061,-0.061
,-0.115,-0.061,-0.061
,-0.115,-0.061,-0.061
,-0.114,-0.061,-0.061
,-0.114,-0.062,-0.062
,-0.114,-0.062,-0.062
,-0.113,-0.062,-0.062
,-0.113,-0.063,-0.063
,-0.113,-0.063,-0.063
,-0.113,-0.063,-0.063
,-0.113,-0.064,-0.064
,-0.113,-0.064,-0.064
,-0.113,-0.065,-0.065
,-0.113,-0.066,-0.066
,-0.113,-0.066,-0.066
,-0.113,-0.067,-0.067
,-0.113,-0.067,-0.067
,-0.113,-0.068,-0.068
,-0.113,-0.068,-0.068
,-0.113,-0.069,-0.069
,-0.113,-0.069,-0.069
,-0.113,-0.07,-0.07
,-0.113,-0.07,-0.07
,-0.113,-0.07,-0.07
,-0.113,-0.07,-0.07
,-0.113,-0.071,-0.071
,-0.113,-0.071,-0.071
,-0.113,-0.071,-0.071
,-0.113,-0.071,-0.071
,-0.113,-0.071,-0.071
,-0.113,-0.071,-0.071
,-0.113,-0.071,-0.071
,-0.114,-0.07,-0.07
,-0.114,-0.07,-0.07
,-0.114,-0.07,-0.07
,-0.114,-0.07,-0.07
,-0.114,-0.07,-0.07
,-0.114,-0.07,-0.07
,-0.114,-0.07,-0.07
,-0.114,-0.07,-0.07
,-0.114,-0.07,-0.07
,-0.114,-0.07,-0.07
,-0.114,-0.07,-0.07
,-0.114,-0.07,-0.07
,-0.114,-0.07,-0.07
,-0.115,-0.07,-0.07
,-0.115,-0.07,-0.07
,-0.115,-0.07,-0.07
,-0.115,-0.07,-0.07
,-0.115,-0.07,-0.07
,-0.115,-0.07,-0.07
,-0.115,-0.071,-0.071
,-0.114,-0.071,-0.071
,-0.114,-0.071,-0.071
,-0.114,-0.071,-0.071
,-0.114,-0.072,-0.072
,-0.114,-0.072,-0.072
,-0.114,-0.072,-0.072
,-0.113,-0.073,-0.073
,-0.113,-0.073,-0.073
,-0.113,-0.073,-0.073
,-0.112,-0.073,-0.073
,-0.112,-0.074,-0.074
,-0.112,-0.074,-0.074
,-0.111,-0.074,-0.074
,-0.111,-0.074,-0.074
,-0.111,-0.075,-0.075
,-0.11,-0.075,-0.075
,-0.11,-0.075,-0.075
,-0.109,-0.075,-0.075
,-0.109,-0.075,-0.075
,-0.109,-0.075,-0.075
,-0.108,-0.075,-0.075
,-0.108,-0.075,-0.075
,-0.108,-0.075,-0.075
,-0.107,-0.075,-0.075
,-0.107,-0.075,-0.075
,-0.107,-0.075,-0.075
,-0.107,-0.075,-0.075
,-0.107,-0.075,-0.075
,-0.107,-0.075,-0.075
,-0.107,-0.075,-0.075
,-0.107,-0.074,-0.074
,-0.107,-0.074,-0.074
,-0.107,-0.074,-0.074
,-0.107,-0.074,-0.074
,-0.107,-0.074,-0.074
,-0.107,-0.074,-0.074
,-0.108,-0.074,-0.074
,-0.108,-0.073,-0.073
,-0.108,-0.073,-0.073
,-0.108,-0.073,-0.073
,-0.109,-0.073,-0.073
,-0.109,-0.073,-0.073
,-0.109,-0.073,-0.073
,-0.11,-0.073,-0.073
,-0.11,-0.073,-0.073
,-0.11,-0.072,-0.072
,-0.111,-0.072,-0.072
,-0.111,-0.072,-0.072
,-0.111,-0.072,-0.072
,-0.111,-0.072,-0.072
,-0.111,-0.072,-0.072
,-0.111,-0.071,-0.071
,-0.111,-0.071,-0.071
,-0.11,-0.071,-0.071
,-0.11,-0.071,-0.071
,-0.11,-0.071,-0.071
,-0.109,-0.07,-0.07
,-0.108,-0.07,-0.07
,-0.108,-0.07,-0.07
,-0.107,-0.07,-0.07
,-0.106,-0.069,-0.069
,-0.105,-0.069,-0.069
,-0.104,-0.069,-0.069
,-0.103,-0.069,-0.069
,-0.102,-0.068,-0.068
,-0.101,-0.068,-0.068
,-0.1,-0.068,-0.068
,-0.099,-0.068,-0.068
,-0.098,-0.068,-0.068
,-0.097,-0.067,-0.067
,-0.096,-0.067,-0.067
,-0.095,-0.067,-0.067
,-0.094,-0.067,-0.067
,-0.093,-0.067,-0.067
,-0.092,-0.067,-0.067
,-0.091,-0.067,-0.067
,-0.09,-0.067,-0.067
,-0.09,-0.067,-0.067
,-0.089,-0.067,-0.067
,-0.089,-0.067,-0.067
,-0.088,-0.067,-0.067
,-0.088,-0.067,-0.067
,-0.087,-0.067,-0.067
,-0.087,-0.066,-0.066
,-0.087,-0.066,-0.066
,-0.086,-0.066,-0.066
,-0.086,-0.066,-0.066
,-0.086,-0.066,-0.066
,-0.086,-0.066,-0.066
,-0.085,-0.065,-0.065
,-0.085,-0.065,-0.065
,-0.085,-0.065,-0.065
